time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMrktCurUSD,IssTotNtv,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2024-11-10,13,678,1746000977,1746000977,42537990.384085453363455315984807952006404,0,0.000012383953605448825,0.995784874288357,,2.8952015812737133,42718052.344875650263637172,6,13,104075.29637457
2024-11-11,5,678,1746000978,1746000978,42557286.97748064610239934997705672869512,0,0.00001120982286741096,0.99610484260686,,2.8336766159952855,42723702.523226305117342492,2,4,1004091.04869484
2024-11-12,8,678,1746000978,1746000978,42555459.045038531284647014744474048233068,0,0.000011311124339143284,0.995930346575739,,2.7986017174292024,42729352.701576959971047812,5,10,411823.489514636
2024-11-13,7,678,1746000978,1746000978,42575146.44163663150557347287008843170676,0,0.000011024301972029614,0.99625935585543,,2.7541743877985705,42735002.879927614824753132,3,5,180835.448145389
2024-11-14,27,683,1746000978,1746000978,42534356.605657189265575661619366426178256,0,0.00001141198068877058,0.995173296665828,,1.3747639312132276,42740653.058278269678458452,24,34,278050.691605659
2024-11-15,18,684,1746000978,1746000978,42545066.431545757248329509149119192151993,0,0.000010920586983136009,0.995292299220141,,2.2351417983487716,42746303.236628924532163773,12,24,351957.528844136
2024-11-16,24,688,1746000978,1746000978,42983770.63175737345117409201356500662153,0,0.000011101335512424956,1.00542237718421,,2.2323808353711434,42751953.414979579385869093,15,28,234418.416411931
2024-11-17,10,688,1746000978,1746000978,42549093.905571121550488418008877066812769,0,0.000011089830671994455,0.995123447755813,,2.081435563254474,42757603.593330234239574413,6,11,202971.000208969
2024-11-18,10,689,1746000979,1746000979,42463778.900607783643784781485666738394186,0,0.000010961719403447208,0.992996911023842,,1.4725035862284426,42763253.771680889093279733,5,11,115985.139526848
2024-11-19,9,689,1746000979,1746000979,42704175.477386673099114052668354071794928,90339.559999999999999999,0.000010800403522071182,0.996381923245832,,4.216969215567538,42859243.510031543946985054,5,10,288965.971129567
2024-11-20,16,690,1746000979,1746000979,42689427.921467466357606103850892793828079,0,0.000010576739926458701,0.995906261799071,,4.167217214655448,42864905.623095950549961649,6,16,137229.110812897
2024-11-21,12,693,1746000979,1746000979,42702324.603234862254088686328170735157863,0,0.00001010776605727789,0.996075556219341,,4.922138967976643,42870567.736160357152938243,5,12,4114.84072936139
2024-11-22,15,693,1746000979,1746000979,42710784.368479496678236103753658372360306,0,0.000010068303428775958,0.996141323961387,,4.929066647435775,42876229.849224763755914838,11,18,364623.133655665
2024-11-23,9,693,1746000979,1746000979,42711263.782724440529344733704715068705596,0,0.000010193952118325056,0.996020973614812,,3.412027897539451,42881891.962289170358891433,3,7,14263.4764502994
2024-11-24,13,693,1746000979,1746000979,42713025.907371792008891973617612916275928,0,0.000010164609579783892,0.995930563732426,,3.402641077856751,42887554.075353576961868028,7,11,185831.792289303
2024-11-25,13,695,1746000980,1746000980,42678295.206833234519214397133294776293756,0,0.000010659493316678742,0.994989394578372,,3.304924048402929,42893216.188417983564844623,9,17,126493.192740807
2024-11-26,19,696,1746000980,1746000980,42670180.892625468851607414110179163884566,0,0.000010826261204339133,0.994668918677787,,3.720138549899766,42898878.301482390167821218,8,19,47623.2159275925
2024-11-27,14,697,1746000980,1746000980,42747812.712770409605708994810747390869028,0,0.000010379795887982231,0.996347060235069,,3.8951285104376057,42904540.414546796770797812,8,10,73643.7979322158
2024-11-28,17,698,1746000980,1746000980,42701826.867221180997094416114179967457621,0,0.000010394457102847004,0.995143913379203,,3.566435087729594,42910202.527611203373774407,12,22,121767.309336967
2024-11-29,20,703,1746000980,1746000980,42875120.833743683847078043558570800242488,0,0.000010257304588246782,0.999050611999244,,3.973012310983558,42915864.640675609976751002,11,16,184426.142435905
2024-11-30,13,703,1746000980,1746000980,43160037.23032700807507583804393334753584,0,0.00001042420806228104,1.00555689637872,,4.627998554843279,42921526.753740016579727597,8,13,63143.674827785
2024-12-01,10,703,1746000980,1746000980,43171643.05248224801784336666835965798016,0,0.000010318033291624035,1.00569462366698,,3.606157938111474,42927188.866804423182704192,6,12,382150.918447874
2024-12-02,8,704,1746000980,1746000980,39572247.09392318471073671441850947153385,0,0.000010501415584860861,1.00526314702355,,3.9497212139064346,39365062.979868829785680787,4,5,853.244912679092
2024-12-03,11,704,1746000981,1746000981,39382291.92577440744556409823365315429958,0,0.000010418671035155455,1.00030574766533,,3.437098939073467,39370254.562358518547619726,6,10,74165.9122440636
2024-12-04,13,705,1746000981,1746000981,39212049.4702267724029143750734189795547,0,0.000010067203244612589,0.99585029020318,,2.976380208418492,39375446.144848207309558665,9,16,476279.522165135
2024-12-05,19,706,1746000981,1746000981,39606581.90056321090680348468439329501775,0,0.000010373810464739307,1.00573744322755,,3.322214639031556,39380637.727337896071497605,14,19,130412.778920266
2024-12-06,10,707,1746000981,1746000981,39657313.87756395331029167134853203912509,0,0.00001007370090065597,1.00689769049131,,1.844819243886481,39385643.896167238806224439,5,8,2264.61266860856
2024-12-07,12,707,1746000981,1746000981,39382736.344804924303683189528690340458714,0,0.000010000220991273249,0.999799096481561,,1.1268167788536423,39390650.064996581540951274,6,10,344119.92471568
2024-12-08,5,707,1746000981,1746000981,39214279.217927861827129341753981867615452,0,0.000009875060041897162,0.995396014859569,,-0.03005807102573377,39395656.233825924275678108,2,3,409.608566537912
2024-12-09,3,707,1746000981,1746000981,39194743.246735448602272831295473121390301,0,0.00001021431032071982,0.994773713349907,,-0.06039651710640969,39400662.402655267010404943,1,2,945.846571841662
2024-12-10,6,707,1746000982,1746000982,39224707.379098390933006024035241560170888,0,0.000010279367785181058,0.995407737035144,,-0.03787336632147703,39405668.571484609745131777,2,4,102739.271634616
2024-12-11,7,707,1746000982,1746000982,39229690.558284022860575191601425458024984,0,0.00000982534550686196,0.995407737035144,,-0.06998315256572106,39410674.740313952479858611,4,8,140898.660788654
2024-12-12,12,707,1746000982,1746000982,39621157.12168477829547153782620658280714,0,0.000010043002442315463,1.00521305753959,,0.9320642749532866,39415680.909143295214585446,8,13,151861.330157056
2024-12-13,0,707,1746000982,1746000982,39309487.2243282589754943326707620465022,0,0.000009844810768075204,0.997179149784365,,0.09232474691744877,39420687.07797263794931228,0,0,0
2024-12-14,14,710,1746000982,1746000982,39618467.5190923073958458133607185391096,0,0.000009913392244894258,1.00488955948304,,0.9763387793628372,39425693.246801980684039115,9,17,267870.093579139
2024-12-15,7,711,1746000982,1746000982,39600417.42495343041322941577312440732325,0,0.000009605844834227978,1.00430420996425,,0.9054536794035664,39430699.415631323418765949,4,5,2232.23653524244
2024-12-16,13,712,1746000983,1746000983,39643003.04653065927432923247460577667952,0,0.000009496483013423314,1.00525659320653,,-0.0164889882542849,39435705.584460666153492784,9,13,364992.73851607
2024-12-17,14,713,1746000983,1746000983,39447340.14194901515737290637720674392202,0,0.000009425241267450373,1.00016805955989,,0.5069332669683994,39440711.753290008888219618,7,13,94601.7549313068
2024-12-18,10,715,1746000983,1746000983,39623282.89434243964223433279303778621312,0,0.000009998047126838081,1.00450150185056,,1.1585726701663261,39445717.922119351622946452,4,6,100235.73144975
2024-12-19,18,717,1746000983,1746000983,39373490.063908421005378214069799316907923,0,0.000010215685212946387,0.998042265919829,,0.16663717348346696,39450724.090948694357673287,13,23,941075.810870254
2024-12-20,7,717,1746000983,1746000983,39204262.327117104789154767659460289987256,0,0.000010178781145554175,0.993626580194936,,-0.2289052385328801,39455730.259778037092400121,3,6,26104.9959795735
2024-12-21,14,718,1746000983,1746000983,39635179.9063203297602300424304817037398,0.099999999999999999,0.000010344932022274296,1.00442068225396,,0.8378005044409986,39460736.528620067892450755,10,17,206513.891740487
2024-12-22,10,719,1746000983,1746000983,39720232.39039756319829229685194545885387,69988.541919950891398873,0.000010558864000179552,1.00466646814749,,0.8558167381512433,39535740.118447385951993863,5,10,94250.5472926321
2024-12-23,16,719,1746000984,1746000984,39620345.6754186521378469370456774265418,0,0.000010588422628062632,1.00379047216927,,0.7800537097387218,39470732.96063069342383734,11,18,276651.352258093
2024-12-24,9,719,1746000984,1746000984,39252188.503362643129758882434717097175195,0,0.00001008069611431841,0.994337012326205,,-0.16000627596455794,39475739.127455369877841079,4,9,80690.8329067857
2024-12-25,0,719,1746000984,1746000984,39254052.087329582395076036860170019745119,0,0.000010019191279330865,0.994258132533701,,-0.0734944561877338,39480745.294280046331844819,0,0,0
2024-12-26,15,719,1746000984,1746000984,39485046.198928803473365245385184111960962,0,0.000010456968350407668,0.999982138818439,,0.534169716262464,39485751.461104722785848558,10,17,188857.668329976
2024-12-27,10,719,1746000984,1746000984,39233170.625962933615633653759006660607458,0,0.000010544231289751897,0.993477283864914,,-0.28802979249800714,39490757.627929399239852297,5,7,27082.547747818
2024-12-28,9,721,1746000984,1746000984,39232760.50393415697438367157512456445358,0,0.0000104426364430156,0.993340974688155,,-0.18117366411113925,39495763.794754075693856036,7,13,58109.8017156949
2024-12-29,12,722,1746000985,1746000985,39231672.600446131342453966166264543704896,0,0.00001062714826579875,0.993187541372121,,-0.5868642245651853,39500769.961578752147859776,7,16,139317.951012697
2024-12-30,13,723,1746000985,1746000985,39232322.940403515443978610211957842763995,0,0.00001073329222173798,0.993078146671233,,-1.240978979153383,39505776.128403428601863515,7,15,245373.770120321
2024-12-31,12,724,1746000985,1746000985,39233400.147440011887427954043552345856228,0,0.000010632641895862553,0.992979583504182,,-1.2643042792091412,39510782.295228105055867254,6,10,55733.1187374177
2025-01-01,5,725,1746000985,1746000985,39233370.479625650827341311129014997060093,0,0.000010511298092786364,0.992853034358701,,-1.2345138386494845,39515788.462052781509870993,2,3,80.0057265593623
2025-01-02,14,726,1746000985,1746000985,35934782.159948639205701539400311295280238,0,0.000010260914881810831,0.993783906765337,,-0.6519847471850254,36159553.314676435452866974,5,14,50067.6799866405
2025-01-03,6,726,1746000985,1746000985,35970863.694637450585358780607070817743312,0,0.000010137064959128068,0.994655754393928,,-0.1199513441933515,36164133.707300089395862954,4,6,107889.048077744
2025-01-04,23,731,1746000985,1746000985,35972083.243496847081947004062711028093534,0,0.000010124839920049,0.994563509891901,,-1.1110189255548044,36168714.099923743338858934,23,41,308969.31332087
2025-01-05,9,732,1746000986,1746000986,36178480.4930282475017859445669009767308,0,0.000010162528832199553,1.00014336544552,,-0.6708054958884903,36173294.492547397281854915,8,15,208477.194020231
2025-01-06,9,733,1746000986,1746000986,36397133.365919883725262565077920034219816,224157.484895932670276629,0.000009785368387557874,0.999864639867308,,0.006555655628986204,36402060.753693765958951902,6,11,64208.5599644578
2025-01-07,19,734,1746000986,1746000986,36377763.90667596548176396980367458541152,0,0.000010303749196906776,0.999206034947952,,0.38276424975647183,36406669.52994420196577226,16,30,599784.445867558
2025-01-08,31,739,1746000986,1746000986,36280329.981504458814158350481078160375144,60055.777105610653440178,0.000010466858343806353,0.994762690498359,,-0.0011080762790727494,36471341.685853374178054616,28,46,326377.846664056
2025-01-09,17,740,1746000986,1746000986,37033387.52360436089945029198847583864902,528197.51081057806510107,0.000010837354325363302,1.00078815576571,,0.5405241018712292,37004222.432338697834392562,15,29,491268.472908406
2025-01-10,9,740,1746000986,1746000986,37038074.45039830572018713573278113967385,0,0.000010561391448245474,1.00078815576571,,0.5405241018712292,37008905.668013443425629435,4,8,6283.79763492922
2025-01-11,22,744,1746000986,1746000986,37001413.290150775065523330931192100966304,0,0.000010566620322478251,0.999671050176488,,-0.5513266388189125,37013588.903688189016866308,24,43,597834.214517299
2025-01-12,20,746,1746000987,1746000987,37007694.23936631898951904459391766495458,0,0.00001059538157519405,0.99971425192519,,0.25422735136141666,37018272.139362934608103182,22,48,458291.136190774
2025-01-13,22,749,1746000987,1746000987,36966372.24565316649656070826141683786495,10054.992521568440649545,0.000010576877930759155,0.998200574887395,,-0.6656437548307452,37033010.37451643286198581,13,31,516297.65092915
2025-01-14,23,749,1746000987,1746000987,36866749.683404159954589941398284577096296,0,0.000010307445019480357,0.995384561613704,,-0.8881420850424941,37037694.882102936750958749,13,23,42748.7152502525
2025-01-15,13,749,1746000987,1746000987,36869590.854268779729359777702942891464146,0,0.000009936223180389652,0.995335382384514,,-0.9869331759734811,37042379.389689440639931689,7,15,403649.475866408
2025-01-16,13,749,1746000987,1746000987,36863894.630528961263183257321778764956588,0,0.00000995277418363854,0.995055768326071,,-0.5111432208771652,37047063.897275944528904628,10,19,167900.526202639
2025-01-17,14,749,1746000987,1746000987,36867740.104636185853774390510037225929599,0,0.000009544311972122842,0.995439173826293,,-0.9021716749623437,37036657.863205323865643043,6,12,118016.994211734
2025-01-18,10,750,1746000987,1746000987,36828927.110892783509741315444890969919442,0,0.000009523784149153552,0.994265505801758,,-0.3784168513735493,37041340.462872230956971399,5,11,262999.495391282
2025-01-19,4,750,1746000987,1746000987,36732922.410780347108578268666536836056614,0,0.00000984668101078057,0.994067469840634,,0.04437176445214443,36952142.108290961566027471,2,3,93853.8055861543
2025-01-20,4,750,1746000988,1746000988,36728016.44972969589994888543651260051132,0,0.000009687287137807079,0.993809087577388,,-1.0564890651952021,36956812.84144997523759789,2,3,0
2025-01-21,17,751,1746000988,1746000988,36939921.390234500784072445740705408704849,0,0.000009429536178040798,0.999416630982061,,-0.5225452756584115,36961483.574608988909168309,10,21,408715.095558865
2025-01-22,6,751,1746000988,1746000988,36812788.971999127165013133343754095467464,0,0.000009594762160666268,0.995851195813013,,-0.7909296388418322,36966154.307768002580738728,3,5,138160.676947918
2025-01-23,6,751,1746000988,1746000988,36749859.057781044390843143401958772091212,0,0.000009551572145038107,0.995126883230758,,0.07943694087231082,36929822.394577187233635714,5,6,0
2025-01-24,9,751,1746000988,1746000988,36899975.204466862712174407895608589531464,0,0.000009540704163598906,0.999065568657068,,0.48351991963254376,36934487.947640281989374198,3,9,1065.75465996114
2025-01-25,6,751,1746000988,1746000988,37081419.5571577380282883152809099023055,0,0.000009572697967866863,1.00385136211775,,0.3869292409445291,36939153.500703376745112682,2,4,114298.269342755
2025-01-26,10,751,1746000988,1746000988,36855932.840369045970468312802629648469044,0,0.000009701336169684555,0.997621084780934,,0.41710072120617436,36943819.053766471500851166,5,9,26681.400746307
2025-01-27,12,752,1746000989,1746000989,36758463.86248623982789436889382095984075,0,0.000009762359669693238,0.994857143767455,,0.15263329691761254,36948484.60682956625658965,7,13,46986.4274281234
2025-01-28,17,755,1746000989,1746000989,36847681.286323936377790344226991223402966,102372.044893044174754686,0.000009832151977006897,0.994405603129753,,0.12264166704601114,37054981.559185705187082822,12,18,613380.007464565
2025-01-29,19,757,1746000989,1746000989,36879509.139350451073973524003278596264237,0,0.000009576120397270112,0.995138896852717,,0.20751138149515877,37059659.969063302500170561,15,25,61623.8414834074
2025-01-30,15,758,1746000989,1746000989,36882634.6756721644819732097147706112074,0,0.00000947825333177396,0.995097613738278,,0.2133004816293927,37064338.3789408998132583,9,14,33155.8777968339
2025-01-31,20,760,1746000989,1746000989,36884613.146110064456712300746078514939614,0,0.00000973005849684955,0.995025396984253,,0.218800018771675,37069016.788818497126346038,12,22,11187.4169765551
2025-02-01,14,762,1746000989,1746000989,36882651.096214577182204500166898575428435,0,0.00000988812282779772,0.994846909609155,,0.10696518997555096,37073695.198696094439433777,10,21,209798.847784048
2025-02-02,13,762,1746000989,1746000989,36889923.69180053017755407409570439937724,0,0.000010212160761793344,0.99491752473389,,0.026317682153410113,37078373.608573691752521516,8,18,654503.817768116
2025-02-03,27,765,1746000990,1746000990,32784592.0407387424194500382818254306212,250314.395062999999999997,0.000009810262111668271,0.9965500553034,,0.19974042801096986,32898088.627126173135357418,21,40,1035531.5683898
2025-02-04,19,766,1746000990,1746000990,33598591.53235823162671326955358330671335,512218.498759254271106834,0.000010276217581289077,1.00550887685215,,0.5364742287961783,33414515.083687886409218169,13,26,306264.225670339
2025-02-05,20,768,1746000990,1746000990,33262973.07178691485321209081871760325547,0,0.000010308058268963715,0.995339228464021,,-0.4526024046502496,33418730.13798258765689407,20,40,130606.921050226
2025-02-06,25,771,1746000990,1746000990,33980563.515956725275884800098202307329072,724308.749734208603785074,0.0000103076694942702,0.995115819968572,,-0.4093465047569553,34147345.297987432301005876,23,42,178891.223757254
2025-02-07,29,773,1746000990,1746000990,34124647.20743689710575962356174981761773,230509.043443431408067019,0.00001032447694761564,0.99511553196697,,0.035469913777552715,34292146.098840678824219509,24,39,267826.019605862
2025-02-08,30,776,1746000990,1746000990,34534910.00785894019609993323707604540626,103041.568984509057860968,0.000010392351840494187,1.00393567124901,,0.31450367044880445,34399524.787174450870613226,24,49,246154.567892922
2025-02-09,33,780,1746000990,1746000990,34356996.336135307400347008542319224997348,121041.118756976309769485,0.000010332662856884907,0.995136210063892,,-0.5647494596389968,34524918.286240876835546469,24,51,508376.141652761
2025-02-10,24,781,1746000991,1746000991,34413015.330398077441589626450567401295182,0,0.000010240064155934834,0.997128554819419,,-0.25433319856768954,34512114.976619348421109578,27,56,383462.134631621
2025-02-11,17,781,1746000991,1746000991,34365181.329935891367611928400298550315187,0,0.00001039198349462777,0.995617052218909,,-0.40983708078492853,34516465.194471103221276943,16,27,208034.547678732
2025-02-12,23,784,1746000991,1746000991,34359020.791076363451114971971330269445284,0,0.00001018155470492641,0.995313128635173,,-0.28926513617243343,34520815.412322858021444308,21,42,969693.229935438
2025-02-13,19,784,1746000991,1746000991,34492004.814541222921594750859182382708589,0,0.000010349015401062075,0.999039517551093,,0.3671903381205345,34525165.630174612821611673,16,37,323925.738377099
2025-02-14,12,784,1746000991,1746000991,34378600.369336513099895378861838277971204,0,0.00001022056078701582,0.995629377505492,,0.029537292271638163,34529515.848026367621779037,12,22,135846.529863486
2025-02-15,19,784,1746000991,1746000991,34423013.606814289368287920067594465989462,0,0.000010214766426850447,0.996790036225531,,0.17428851273104304,34533866.065878122421946402,12,29,258899.742783035
2025-02-16,14,786,1746000991,1746000991,34378960.791929030040556832462176228229171,0,0.000010348986836143482,0.995389006470613,,-0.005039720858798518,34538216.283729877222113767,7,15,132363.120192402
2025-02-17,21,786,1746000992,1746000992,34379153.735988257103438986595975486245532,0,0.000010390060817056105,0.995269234971701,,0.10095182464703611,34542566.501581632022281132,17,33,1283045.02734205
2025-02-18,19,786,1746000992,1746000992,34542067.820575574766247367426546732833742,0,0.00001047587390552489,0.999859643079086,,0.5826740552510618,34546916.719433386822448497,20,40,956679.220401888
2025-02-19,13,786,1746000992,1746000992,34376072.68134545471900544980373907148847,0,0.000010294370633763572,0.994929440467185,,0.11273321041248967,34551266.937285141622615862,12,24,281551.723263984
2025-02-20,15,787,1746000992,1746000992,34393459.902221855376250069723999149949803,0,0.000010115711969183315,0.995307354743889,,-0.4111674861898303,34555617.155136896422783227,28,52,711539.85915007
2025-02-21,24,789,1746000992,1746000992,34570184.60273906177281981830386605619392,0,0.000010414431207690417,1.00029563771401,,0.4462957839166501,34559967.372988651222950592,28,59,1070325.22608367
2025-02-22,15,792,1746000992,1746000992,34399960.399596714936953294784371092549304,0,0.000010302133253869206,0.995244888292334,,0.011858293004092694,34564317.590840406023117956,19,42,9661.5213476044
2025-02-23,17,793,1746000992,1746000992,34401679.407592518171678719603652072608439,0,0.000010356462268339168,0.995169371234559,,-0.38998415566920597,34568667.808692160823285321,10,16,67617.2903218997
2025-02-24,23,795,1746000993,1746000993,34406008.611156782350156596679601944575474,0,0.000010832405742142449,0.995169371234559,,-0.8648681678207178,34573018.026543915623452686,16,27,224794.005764415
2025-02-25,14,796,1746000993,1746000993,34588796.55459623181778020867193676852196,0,0.000011268886863252629,1.00033610765626,,0.2721497086162906,34577174.901380036876945946,14,29,467029.626757664
2025-02-26,8,796,1746000993,1746000993,34592954.82658981160615956946489307532956,0,0.00001191047948056024,1.00033610765626,,0.550728707446028,34581331.776216158130439206,7,14,176653.257860887
2025-02-27,32,804,1746000993,1746000993,35144776.60532396835429635097779875604288,762931.648082397534666465,0.000011748684080294813,0.99423731459692,,-0.016923530227841807,35348478.767941065635902064,44,91,256866.947226874
2025-02-28,19,805,1746000993,1746000993,35152378.342151960048504105099839066621403,1997.988080928255379957,0.000011803810209276675,0.994397565779273,,-0.07449523637238589,35350426.782877658110647811,19,33,379983.345212086
2025-03-01,12,806,1746000993,1746000993,35158105.989555662718682585981191883584978,1000.390199999999999999,0.000011584220358191714,0.994440081941634,,-0.06607711520619729,35354675.086014054776155817,5,9,12110.4772659762
2025-03-02,15,809,1746000993,1746000993,35268287.12120938059631245121832264153161,6437.418606476192838388,0.000010581301049832675,0.99811306536347,,0.3103105095181705,35334961.884670031846633963,19,35,71294.7714267614
2025-03-03,28,810,1746000994,1746000994,35137777.966771129955514588615562040042812,0,0.000011519311797821399,0.994300117137676,,-0.05496247374320726,35339207.308879125124408837,22,44,87822.0390645938
2025-03-04,23,812,1746000994,1746000994,35156676.177486361500723432015461701804053,0,0.000011391128537496547,0.994715384571723,,-0.020317278281028837,35343452.733088218402183711,20,37,447070.784029482
2025-03-05,24,814,1746000994,1746000994,35210118.370579851365447702518479966242176,9999.999999999999999999,0.000010989103414744956,0.995826057956648,,-0.07265037444923637,35357699.358488446330691312,19,38,320549.977833304
2025-03-06,10,814,1746000994,1746000994,30161902.53272054399475474144357971183028,0,0.000011104030117258038,1.00182857505486,,-0.3660138544785146,30106849.898016616474878998,5,9,117480.397178319
2025-03-07,15,815,1746000994,1746000994,30250682.0799763226594033993146415151307,0,0.00001160733732306962,1.00465674111622,,0.9361142800105902,30110465.437544786619066685,14,30,672555.395916495
2025-03-08,17,817,1746000994,1746000994,30258643.47356343070439867402631471815496,0,0.000011660503446711252,1.00480049504418,,0.9732208936155652,30114080.977072956763254372,13,24,87169.8163241504
2025-03-09,6,817,1746000994,1746000994,30263700.8654016145536676799706734895111,0,0.000012459705502226244,1.00484779268295,,0.9780030964588566,30117696.516601126907442058,3,8,9882.1484777437
2025-03-10,14,817,1746000995,1746000995,29955793.27796068429301530491932006475933,0,0.00001258772029837434,0.994504928010434,,-0.9393772438470127,30121312.056129297051629745,7,16,50106.436187346
2025-03-11,17,819,1746000995,1746000995,29972430.949131242425993253482859061738998,0,0.000012023830862389479,0.994937858488058,,-0.01993210314607953,30124927.595657467195817431,11,24,128356.279249463
2025-03-12,16,820,1746000995,1746000995,29971063.486370780833248670438587018768642,0,0.000011894908452066572,0.994773074552319,,-0.23622633768888046,30128543.135185637340005118,7,13,13420.3510851159
2025-03-13,10,820,1746000995,1746000995,29970620.054650910133830949623545085288692,0,0.0000122627968382845,0.994638996103573,,-0.09823617556129605,30132158.674713807484192804,6,10,156.833481582714
2025-03-14,17,822,1746000995,1746000995,29990194.103646664536672652206774577025465,0,0.00001183235406774391,0.995170001746735,,-0.014380086459247913,30135749.722165555378202519,17,30,113079.244602357
2025-03-15,13,822,1746000995,1746000995,29992125.056337511544774667412011029334648,0,0.000011797044983427672,0.995114688011719,,-0.39286028935019424,30139365.258755288639963592,7,16,38757.090974146
2025-03-16,9,822,1746000995,1746000995,29989850.07082374216791150858581184552616,0,0.000012060789099883326,0.994919854623504,,-0.07126375517019001,30142980.795345021901724665,11,22,30878.6693952204
2025-03-17,13,822,1746000995,1746000995,29995875.79504146982374357764997653026326,0,0.000011843276529694828,0.99500041280834,,-0.1795386542955077,30146596.331934755163485739,5,11,30391.4200950358
2025-03-18,17,822,1746000996,1746000996,29991908.340616205073096851766241940128288,0,0.000012031202243674733,0.994749505290424,,-0.06424635755788224,30150211.868524488425246812,12,17,42176.5097665586
2025-03-19,11,824,1746000996,1746000996,30305960.11198057580925630426389566958135,0,0.000011582299972111531,1.00504522045651,,0.9822453202913405,30153827.405114221687007885,7,12,74755.8177970067
2025-03-20,22,825,1746000996,1746000996,30291715.80785236143211289938205687658666,0,0.000011940002834109972,1.00445239559627,,0.4593397232276108,30157442.941703954948768958,17,34,90668.2513312884
2025-03-21,25,828,1746000996,1746000996,30295347.44224128497530233132666698658437,0,0.000011947894214331917,1.00445239559627,,0.957148792844387,30161058.478293688210530031,22,41,192830.957977563
2025-03-22,14,829,1746000996,1746000996,30300951.72231195148105432396068748663616,0,0.000011984051148693451,1.00451779148554,,0.9253861832480013,30164674.014883421472291104,13,32,37842.6628288082
2025-03-23,28,832,1746000996,1746000996,30203886.22074916861105426886957919353247,0,0.000011674086362855891,1.00117993660911,,0.08840375402626084,30168289.551473154734052177,26,93,124988.219895705
2025-03-24,15,832,1746000996,1746000996,30027967.162830485888419178259722402026903,0,0.000011397160943754896,0.995229405474653,,-0.0015556791964649922,30171905.088062887995813251,8,19,73616.4617542404
2025-03-25,4,832,1746000996,1746000996,30034690.88269350457146882947978610894636,0,0.000011385273583457812,0.99533298054039,,0.01644034780010064,30175520.624652621257574324,2,3,0
2025-03-26,25,833,1746000997,1746000997,30028788.890803101276758894051067208335711,0,0.000011459179371052647,0.995077047365001,,-0.009277201673057763,30177350.558251132231820711,20,39,32433.9979306922
2025-03-27,24,837,1746000997,1746000997,30030393.081240319686954031834425045599841,0,0.000011409194992867122,0.995011001295489,,-0.5323317153119129,30180965.880921125875839969,14,22,19556.0384347937
2025-03-28,31,845,1746000997,1746000997,30298892.81765830974677280620478121753516,0,0.00001190603794856665,1.00378708630397,,0.3449819137085248,30184581.203591119519859228,31,61,267905.638185223
2025-03-29,13,845,1746000997,1746000997,30027621.924780962886297060136074932586372,0,0.000012057150200155177,0.994680881272902,,0.04461376267715602,30188196.526261113163878486,19,40,393076.369919235
2025-03-30,13,847,1746000997,1746000997,30034602.334789702303824958179402782629536,0,0.000012099680457908528,0.994792975163994,,0.03976371205325489,30191811.848931106807897744,9,20,42218.4961558619
2025-03-31,42,848,1746000997,1746000997,30073897.832448073994474814129340839916424,33445.975141486040281084,0.000012064707485136398,0.994873268562073,,0.04356085683847491,30228873.146742586492198088,42,76,1772981.86442514
2025-04-01,27,849,1746000997,1746000997,27870210.09912859164515508217344472381668,22318.208997273739570199,0.000011723785188352079,0.99917968482636,,0.10686359090005278,27893091.225100266130292163,23,43,202357.430539895
2025-04-02,20,850,1746000997,1746000997,27757315.096372517271840520739881146260217,0,0.000012052638101448797,0.995013147251161,,0.07171175998023871,27896430.487431561438641697,15,25,54650.2930771821
2025-04-03,26,855,1746000998,1746000998,28024516.13650492973057298686462128352128,0,0.000012112213526165703,1.00448642698979,,0.9822952946760611,27899347.749762856746991232,28,59,251743.264383449
2025-04-04,42,860,1746000998,1746000998,27821696.526321324518133195629599920644604,67024.510590748919272517,0.000011873827513633568,0.994720160300166,,-0.11105329566804743,27969370.318106220454231594,39,79,379244.310519431
2025-04-05,19,862,1746000998,1746000998,27826142.189710158081138681431108005604034,0,0.000011941732160570227,0.994772221350717,,-0.7043474182952429,27972375.577524063607437802,21,40,342565.109782922
2025-04-06,20,863,1746000998,1746000998,27824703.99605996712813520181360689905902,0,0.00001275978934160752,0.994613948537102,,-0.9996242664892571,27975380.83694190676064401,14,36,354141.147828885
2025-04-07,24,863,1746000998,1746000998,27831111.950955443805296602298068058874903,0,0.000012524723571488954,0.994736145791359,,-1.0016266216487524,27978386.096359749913850217,22,48,490013.544238335
2025-04-08,27,866,1746000998,1746000998,27834101.391125852286819234973934330431575,0,0.000013028389277183154,0.994736145791359,,-1.0062864212094034,27981391.355777593067056425,23,40,224252.379377585
2025-04-09,22,869,1746000998,1746000998,28071165.66343574133162884365684006111584,0,0.000012126369732972212,1.00310062244448,,0.8643189381919162,27984396.615195436220262633,23,46,489155.485302659
2025-04-10,20,870,1746000998,1746000998,28108841.92319965230181203328329823494034,0,0.00001262390040995343,1.00434433505782,,0.9454335755256533,27987255.906194193015800587,11,23,121221.429400034
2025-04-11,17,871,1746000999,1746000999,27838808.40822482552466304847327874927153,0,0.000011931327694859461,0.99459427773333,,-0.017973628716226448,27990115.197192949811338541,13,26,169603.65642437
