time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMrktCurUSD,IssTotNtv,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2024-05-28,16,405,1746000958,1746000958,,0,,,,,44148467.481629959720956084,16,26,53710.5771393082
2024-05-29,19,406,1746000958,1746000958,,0,,,,,44154308.991340617756377682,25,44,188859.662917499
2024-05-30,24,410,1746000958,1746000958,,0,,,,,44160150.501051275791799281,24,38,19543.4176255821
2024-05-31,28,411,1746000958,1746000958,,0,,,,,41444625.58468193382722088,30,51,144858.34146444
2024-06-01,20,411,1746000958,1746000958,,0,,,,,41450107.159345727490716136,21,36,487337.294437278
2024-06-02,17,412,1746000958,1746000958,,0,,,,,41455588.734009521154211392,18,30,60858.5794029308
2024-06-03,16,412,1746000958,1746000958,,0,,,,,41461070.308673314817706648,17,31,898400.970782292
2024-06-04,20,415,1746000958,1746000958,,0,,,,,41466551.883337108481201904,20,33,15005.8514585805
2024-06-05,11,416,1746000958,1746000958,,0,,,,,41472033.458000902144697161,9,14,26277.9243653647
2024-06-06,16,417,1746000959,1746000959,,0,,,,,41477555.044158592112305521,17,25,126067.811766315
2024-06-07,23,419,1746000959,1746000959,,0,,,,,41483076.630316282079913881,28,39,189831.854363227
2024-06-08,9,419,1746000959,1746000959,,0,,,,,41488598.216473972047522241,8,12,66511.7409318073
2024-06-09,12,420,1746000959,1746000959,,0,,,,,41494119.802631662015130602,14,24,94866.3670474046
2024-06-10,20,427,1746000959,1746000959,,0,,,,,41499641.388789351982738962,15,35,935806.800118265
2024-06-11,20,431,1746000959,1746000959,,0,,,,,41505162.974947041950347322,15,22,38364.2852745977
2024-06-12,19,439,1746000959,1746000959,,0,,,,,41510684.561104731917955682,14,20,5026.3786036495
2024-06-13,21,444,1746000959,1746000959,,0,,,,,41516206.147262421885564043,13,24,23172.3502613629
2024-06-14,24,446,1746000959,1746000959,,0,,,,,41521727.733420111853172403,19,36,221514.302539148
2024-06-15,20,446,1746000960,1746000960,,0,,,,,41527249.319577801820780763,15,17,19.8265104732644
2024-06-16,14,450,1746000960,1746000960,,0,,,,,38049970.905735491788389124,8,15,42568.4486035047
2024-06-17,11,451,1746000960,1746000960,,0,,,,,38055029.470046802925511395,7,12,1039.66788665839
2024-06-18,14,454,1746000960,1746000960,36915996.825149167455906610258133125054887,0,0.000014896455911492684,0.969939869603661,,,38060088.034358114062633667,11,16,54849.6402275836
2024-06-19,13,456,1746000960,1746000960,36903914.434862327309627447329403881275084,0,0.000014943168514839694,0.969493558607556,,,38065146.598669425199755939,11,18,110591.57869379
2024-06-20,16,458,1746000960,1746000960,36908818.680377945524699867640953116362316,0,0.000014938796619352726,0.969493558607556,,,38070205.162980736336878211,17,32,776845.213442775
2024-06-21,18,461,1746000960,1746000960,36913722.925893563739772287952502351449548,0,0.000015127997043079521,0.969493558607556,,,38075263.727292047474000483,21,37,975238.612837329
2024-06-22,17,462,1746000960,1746000960,36808906.070564590277146276304671652420734,0,0.000015042643922763085,0.966612251563871,,,38080322.291603358611122754,26,49,1634225.29447606
2024-06-23,14,463,1746000960,1746000960,36759510.50742694832230352138757427860372,0,0.000015236981009512386,0.96518689537322,,,38085380.855914669748245026,13,25,748148.446947071
2024-06-24,19,464,1746000960,1746000960,38096691.75426708633153372304241333532086,0,0.000016597767704138786,1.00016414444507,,,38090439.420225980885367298,19,33,569987.599381229
2024-06-25,19,465,1746000961,1746000961,38101751.1489136291997293220884275129199,0,0.000016199701289467258,1.00016414444507,,,38095497.98453729202248957,20,35,813033.142970592
2024-06-26,19,467,1746000961,1746000961,38106810.54356017206792492113444169051894,0,0.00001645156286047357,1.00016414444507,,,38100556.548848603159611842,17,27,459281.408067582
2024-06-27,26,469,1746000961,1746000961,38111869.93820671493612051918029172367291,0,0.000016244362324444575,1.00016414444507,,,38105615.113159914296734113,25,43,269679.233002351
2024-06-28,15,469,1746000961,1746000961,37568286.26647102829462524613053005787458,0,0.000016346831037563105,0.985768097001108,,,38110673.677471225433856385,13,23,347807.570457667
2024-06-29,11,469,1746000961,1746000961,37650444.564629027982094606284846417472594,0,0.000016222756403507986,0.987792765617042,,,38115732.241782536570978657,16,26,482967.764508524
2024-06-30,12,469,1746000961,1746000961,36695722.823293510032687091895906813408949,0,0.000015337264802110478,0.962617040395381,,,38120790.806093847708100929,19,38,1572897.74839776
2024-07-01,33,474,1746000961,1746000961,36102015.75681203998493422002623697585258,0,0.000015992613542333816,1.00490226521582,,,35925897.479252385594893619,38,58,294186.25729883
2024-07-02,20,475,1746000961,1746000961,35877387.417619358931814788621628434053679,0,0.00001609768656102683,0.998517234900931,,,35930664.152410923481686309,19,31,199385.352966007
2024-07-03,26,480,1746000961,1746000961,34781163.967853316786125609036473115568652,0,0.00001607335456527745,0.967879420638674,,,35935430.825569461368478998,29,47,617201.620028473
2024-07-04,29,487,1746000962,1746000962,34785777.532708376354255399520222350061712,0,0.000016856653679488792,0.967879420638674,,,35940197.498727999255271688,34,58,793953.879174112
2024-07-05,20,490,1746000962,1746000962,34647456.043504359463992276493052179806577,0,0.000016993761130768866,0.963902923308601,,,35944964.171886537142064377,21,35,90225.6136619797
2024-07-06,19,490,1746000962,1746000962,34659949.733141446814105441275794092185944,0,0.000016548841876950912,0.964122648999432,,,35949730.845045075028857067,25,42,1127124.13789957
2024-07-07,8,490,1746000962,1746000962,34664545.390693970851016517622910203938024,0,0.000017181936329691644,0.964122648999432,,,35954497.518203612915649757,4,6,1392.5512768792
2024-07-08,10,490,1746000962,1746000962,34683007.661348169356405873845221065091576,0,0.00001701315382697994,0.964508269045156,,,35959264.191362150802442446,8,13,1919.00548293076
2024-07-09,14,491,1746000962,1746000962,34687605.157025414740060356175790685801216,0,0.00001663477831034118,0.964508269045156,,,35964030.864520688689235136,11,16,163519.341607647
2024-07-10,6,491,1746000962,1746000962,34692202.6527026601237148375418520374657,0,0.00001670954019864979,0.964508269045156,,,35968797.537679226576027825,5,8,429697.652372961
2024-07-11,20,494,1746000962,1746000962,36649897.123638445455320072101553863139,0,0.00001777772628916879,1.0188008313226,,,35973564.210837764462820515,13,24,311312.428542889
2024-07-12,15,495,1746000962,1746000962,33918989.617978482678048249392237911553965,0,0.000016673949207575423,0.964740032777045,,,35158683.651119189112662777,9,14,13774.9875760334
2024-07-13,10,495,1746000962,1746000962,33923799.361506396738898266839736857193216,0,0.00001626099229429971,0.964749016764032,,,35163341.731400613762505038,14,22,72014.1704764676
2024-07-14,17,496,1746000963,1746000963,33928293.239877909095305309168021298785536,0,0.000015811660740740897,0.964749016764032,,,35167999.811682038412347298,20,34,185408.834519464
2024-07-15,26,502,1746000963,1746000963,33932787.118249421451712352461054757141888,0,0.00001490310614159412,0.964749016764032,,,35172657.891963463062189559,21,31,279245.611408315
2024-07-16,18,506,1746000963,1746000963,32818329.41198341381406099866862032109262,0,0.000014326734197433272,0.932940120783441,,,35177315.97224488771203182,12,18,82836.2058699102
2024-07-17,24,507,1746000963,1746000963,35552261.12808588216001141759300915459815,0,0.000015739927305609578,1.01052490900615,,,35181974.052526312361874081,22,33,436467.429554209
2024-07-18,14,507,1746000963,1746000963,32825084.25638117336866886233020518600676,0,0.00001457990556156131,0.93288508353078,,-3.820317860324923,35186632.132807737011716342,15,24,51543.9833993306
2024-07-19,10,508,1746000963,1746000963,35558138.80488545365019743134580224642611,0,0.000015136132978726347,1.01042441438137,,4.221880115696835,35191290.213089161661558603,7,13,102962.657063915
2024-07-20,17,513,1746000963,1746000963,32855655.387712511899280263624295175455193,0,0.000013894468044084273,0.933506752363911,,-3.7119180343324207,35195948.293370586311400863,14,25,120521.775413731
2024-07-21,10,514,1746000963,1746000963,32860003.737108274996740543528490194497964,0,0.000013716619348660457,0.933506752363911,,-3.7119180343324207,35200606.373652010961243124,4,9,754.514779196596
2024-07-22,18,516,1746000964,1746000964,32864352.086504038094200823432685213540735,0,0.000013822521951764801,0.933506752363911,,-3.424899606476016,35205264.453933435611085385,13,21,155918.172715487
2024-07-23,13,516,1746000964,1746000964,32924813.886990453136817625492921696795582,0,0.000014186155789331152,0.935100435253617,,-3.117164174506239,35209922.534214860260927646,7,12,220469.840732164
2024-07-24,14,522,1746000964,1746000964,32929169.659889059617651580510824276503619,0,0.00001430837016498325,0.935100435253617,,-6.5053031097763325,35214580.614496284910769907,13,22,257643.364236999
2024-07-25,20,522,1746000964,1746000964,32920845.372836308244423995889117871426104,0,0.00001422262762466039,0.934740403054703,,-6.5413004209090735,35219238.694777709560612168,15,19,86307.5395960654
2024-07-26,21,523,1746000964,1746000964,32860980.407682731439493006598420927227968,0,0.000013737099382623483,0.932917235635056,,-6.723587241504757,35223896.775059134210454428,15,26,121567.324856804
2024-07-27,27,529,1746000964,1746000964,32865326.011062244287515892329119489129584,0,0.000013703778412862279,0.932917235635056,,-6.723587241504757,35228554.855340558860296689,27,45,336968.376832146
2024-07-28,16,530,1746000964,1746000964,32869671.6144417571355387780598180510312,0,0.000013685023889723682,0.932917235635056,,-5.36138890341798,35233212.93562198351013895,9,17,108692.040212765
2024-07-29,38,533,1746000964,1746000964,33116888.47619030124966564351053646892515,0,0.000014054873418893526,0.93980957195865,,-4.857617440477856,35237871.015903408159981211,47,79,496413.712045235
2024-07-30,18,537,1746000964,1746000964,33127215.301132311389852112651842498592416,0,0.000014201876329409817,0.939978376997878,,-2.3517829466435036,35242529.096184832809823472,16,41,326219.096138605
2024-07-31,24,540,1746000965,1746000965,34354794.46777433727638658137555157104503,0,0.000015744033810359643,1.01849152951691,,1.3522971110201896,33731055.656466257459665733,26,38,159086.024991685
2024-08-01,21,542,1746000965,1746000965,34359334.61419457653239807848385020216222,0,0.00001562629510611693,1.01849152951691,,2.0003955783457914,33735513.372891638762777242,15,28,1084230.28119582
2024-08-02,23,542,1746000965,1746000965,34363874.76061481578840957559214883327941,0,0.000016559015070618752,1.01849152951691,,5.229175019016158,33739971.089317020065888751,18,36,328174.999938436
2024-08-03,20,542,1746000965,1746000965,34351597.27905030890543238901729312425611,0,0.000016774140639046692,1.01799314715929,,5.177682824121567,33744428.805742401369000259,22,30,173681.032684305
2024-08-04,17,544,1746000965,1746000965,31716942.633021946419110673571273225714224,0,0.000016118204058684972,0.939792268766818,,-2.5013571344947305,33748886.522167782672111768,10,19,243019.911873094
2024-08-05,21,544,1746000965,1746000965,31721131.960454874623920512111374998822586,0,0.000017293513681972496,0.939792268766818,,-2.5235772915265637,33753344.238593163975223277,21,36,454701.231199993
2024-08-06,16,545,1746000965,1746000965,31725321.287887802828730350651476771930948,0,0.00001676779071726397,0.939792268766818,,-2.5235772915265637,33757801.955018545278334786,14,27,306845.509303979
2024-08-07,35,554,1746000965,1746000965,31729510.615320731033540188251786276272492,0,0.0000170469197039071,0.939792268766818,,-2.5625493395516794,33762259.671443926581446294,31,53,2183853.35321088
2024-08-08,18,555,1746000966,1746000966,31733699.942753659238350026791888049380854,0,0.000015180272037939454,0.939792268766818,,-2.5625493395516794,33766717.387869307884557803,17,28,348097.254984255
2024-08-09,23,559,1746000966,1746000966,31737889.270186587443159865331989822489216,0,0.000015477234987006102,0.939792268766818,,-2.5625493395516794,33771175.104294689187669312,19,37,569524.271487849
2024-08-10,19,559,1746000966,1746000966,31742078.59761951564796970293229932683076,0,0.000015438939709087623,0.939792268766818,,-7.755054778784748,33775632.82072007049078082,12,23,87140.6387003774
2024-08-11,19,560,1746000966,1746000966,31746267.925052443852779541472401099939122,0,0.000015973053940147014,0.939792268766818,,-2.5859571659334826,33780090.537145451793892329,15,27,639101.319286003
2024-08-12,22,562,1746000966,1746000966,32113173.561076142607796842607595716276162,0,0.000016003734732298865,0.950528428559999,,-1.4740194555193065,33784548.253570833097003838,19,38,593525.756996442
2024-08-13,25,568,1746000966,1746000966,34519024.793937238624943239349935840146258,2149999.999999999999999999,0.000015866347897559187,0.960489136031073,,-0.4415532598569048,35939005.969996214400115346,17,39,2660874.69046654
2024-08-14,26,569,1746000966,1746000966,34523578.820295655812802269635837217138411,0,0.00001632356526023911,0.960489136031073,,-0.4415532598569048,35943747.331649960226063307,29,61,402026.780253574
2024-08-15,20,570,1746000966,1746000966,34156248.036529485557350926871790148706116,0,0.000016482914206480364,0.950144200161937,,1.8440711247415091,35948488.693303706052011268,20,33,174304.929191075
2024-08-16,23,573,1746000967,1746000967,34164804.307109304064075089709360653842824,0,0.000016125910286269694,0.950255974394581,,-5.964121623765172,35953264.412650594963654504,21,36,286470.334063647
2024-08-17,17,574,1746000967,1746000967,34169342.46295071703879404764869761754694,0,0.00001599362421872032,0.950255974394581,,1.8620611659965303,35958040.13199748387529774,25,43,787297.521321178
2024-08-18,8,574,1746000967,1746000967,34692019.206806400885727208124184686932233,0,0.000016407739222251852,0.964663594480729,,-4.528871160408176,35962815.851344372786940977,5,9,352181.073507731
2024-08-19,31,579,1746000967,1746000967,34696626.169397801902737631169340212131277,0,0.00001623697913203541,0.964663594480729,,3.3376129350880235,35967591.570691261698584213,25,46,1256725.89705937
2024-08-20,23,579,1746000967,1746000967,34177116.83086310074454674059965501976918,0,0.000016069698756865183,0.95009362478982,,1.7768347560321505,35972367.290038150610227449,26,41,1152486.92812038
2024-08-21,29,579,1746000967,1746000967,35511785.28607411330238983733608271963688,1399999.999999999999999999,0.000015541413412772337,0.95009362478982,,1.7768347560321505,37377143.009385039521870684,35,55,1098814.76360241
2024-08-22,23,580,1746000967,1746000967,35991546.04476512103739920248848288694544,499999.999999999999999998,0.00001573146623198721,0.95009362478982,,1.603377452405586,37882104.569144100694015192,16,26,149304.152633829
2024-08-23,30,584,1746000967,1746000967,36946416.66669248322007937785869669161358,999999.999999999999999999,0.000014820480535362089,0.95009362478982,,1.603377452405586,38887132.491669734892893869,25,50,129480.765671483
2024-08-24,15,585,1746000967,1746000967,38661448.083014833662484667104598727129868,0,0.000015526623000238522,0.994064504286874,,6.3465857513275,38892293.122114785787956382,11,18,93392.7231033399
2024-08-25,18,586,1746000968,1746000968,38666578.08256000093043803366940744248423,0,0.000015412326298558893,0.994064504286874,,6.554415152400283,38897453.752559836683018895,12,23,251704.925997018
2024-08-26,14,586,1746000968,1746000968,38832464.569253795829176136501855133190656,0,0.000015848558607288408,0.998196784075732,,6.997356887316893,38902614.383004887578081408,17,28,363569.114840707
2024-08-27,28,590,1746000968,1746000968,36594055.775984856673733519932876277930652,0,0.00001579453754471772,0.940533242091966,,0.8163646426497405,38907775.013449938473143922,22,45,387228.267150944
2024-08-28,31,591,1746000968,1746000968,38880481.636996243158089787444400679103065,0,0.000016906140202877503,0.999165984103699,,6.315791402437485,38912935.643894989368206435,34,69,699996.045709174
2024-08-29,29,594,1746000968,1746000968,38885637.963393467945801525320325558638652,0,0.00001683804353460343,0.999165984103699,,6.296698791610027,38918096.274340040263268948,27,47,208902.610757286
2024-08-30,20,595,1746000968,1746000968,36648804.776726013137457355681407326932025,0,0.000015920156012298468,0.941564831253775,,-7.553003243887824,38923294.031622825337432631,34,76,319757.78278067
2024-08-31,18,595,1746000968,1746000968,36653698.802184876745876044172270957331575,0,0.000015969572738106503,0.941564831253775,,-7.553003243887824,38928491.788905610411596313,12,25,95374.4938369337
2024-09-01,14,595,1746000968,1746000968,35975946.032876669716643004050526467320707,0,0.0000163986667233335,0.940448461584053,,-7.662613352304873,38254032.520059902847992919,12,16,54041.0352338832
2024-09-02,23,597,1746000969,1746000969,37391421.615440580753022359568756118660772,1499999.999999999999999998,0.000015896957045267205,0.940448461584053,,-7.617407424757762,39759139.541214195284389524,43,99,459586.809313322
2024-09-03,33,601,1746000969,1746000969,37396412.809269532773084604431259205141794,0,0.00001631652946928872,0.940448461584053,,0.0698231767852383,39764446.789865062400398298,35,80,159122.242756213
2024-09-04,20,603,1746000969,1746000969,37401404.003098484793146850234210753206869,0,0.00001620529691983664,0.940448461584053,,0.0698231767852383,39769754.038515929516407073,15,28,548809.335996223
2024-09-05,17,605,1746000969,1746000969,37406395.196927436813209095096713839687891,0,0.00001675991749334741,0.940448461584053,,0.0698231767852383,39775061.287166796632415847,13,21,200256.957288084
2024-09-06,25,609,1746000969,1746000969,37406578.033960333000855600477337690060628,0,0.000017465562172133802,0.940327588978468,,0.05696154665673896,39780368.535817663748424621,16,34,76115.7975341612
2024-09-07,15,610,1746000969,1746000969,37411568.58628831210313356376486167513886,0,0.000017392075200154716,0.940327588978468,,0.05696154665673896,39785675.784468530864433395,13,22,140767.810717227
2024-09-08,14,611,1746000969,1746000969,37416559.13861629120541152799271324919556,0,0.00001714072731317153,0.940327588978468,,0.05696154665673896,39790983.03311939798044217,16,26,37889.681697024
2024-09-09,24,614,1746000969,1746000969,37421549.690944270307689491280237234273792,0,0.000016457770688101816,0.940327588978468,,0.05696154665673896,39796290.281770265096450944,19,32,145572.150283281
2024-09-10,17,614,1746000970,1746000970,37426540.243272249409967454567761219352024,0,0.000016306871504826536,0.940327588978468,,0.05696154665673896,39801597.530421132212459718,14,21,166562.780628523
2024-09-11,18,615,1746000970,1746000970,38371858.384578696512245417855285204430256,999999.999999999999999999,0.00001637938988505122,0.940327588978468,,-1.0731756436769273,40806904.779071999328468492,17,26,331665.27751207
2024-09-12,25,615,1746000970,1746000970,38376974.30591880244597318407851892647812,0,0.00001617777864521085,0.940327588978468,,-2.0990916290752013,40812345.35254880612261209,21,34,213072.029340925
2024-09-13,19,617,1746000970,1746000970,38403001.188907084285577241897744596397416,0,0.000015541598223779337,0.940839889221457,,-2.0457541967429727,40817785.926025612916755688,13,25,59624.1925767178
2024-09-14,17,618,1746000970,1746000970,38408119.897454304386934203692335877179702,0,0.000015678791139297257,0.940839889221457,,-0.9792525112392664,40823226.499502419710899286,9,17,84988.4346251373
2024-09-15,14,620,1746000970,1746000970,38413238.606001524488291165486927157961988,0,0.000015911401421500082,0.940839889221457,,-0.9908998655991691,40828667.072979226505042884,7,13,118295.824057386
2024-09-16,20,623,1746000970,1746000970,38418357.314548744589648127281518438744274,0,0.00001615800897189343,0.940839889221457,,-0.9908998655991691,40834107.646456033299186482,20,32,2517650.7650227
2024-09-17,22,623,1746000970,1746000970,38406064.01848036045751640174863838334224,0,0.000015611576390871718,0.940413537673153,,-2.5138355947421847,40839548.21993284009333008,18,33,2561790.70243937
2024-09-18,9,623,1746000971,1746000971,38411180.407430655060620246553622654766734,0,0.00001533960709098883,0.940413537673153,,-2.5138355947421847,40844988.793409646887473678,4,9,24767.5479736403
2024-09-19,24,624,1746000971,1746000971,39037412.246247186769463713768533450014044,0,0.00001516984020856725,0.955618162434569,,0.5814729728316163,40850429.366886453681617276,27,41,296948.425579991
2024-09-20,12,624,1746000971,1746000971,39045764.57500940853772720208383435579068,0,0.000015132787638052565,0.95569534150182,,0.5895962846018741,40855869.940363260475760874,10,17,60505.9671882885
2024-09-21,16,625,1746000971,1746000971,39050964.10573629115102951596284841413904,0,0.000015081735568189022,0.95569534150182,,0.5895962846018741,40861310.513840067269904472,12,26,360307.040156619
2024-09-22,11,626,1746000971,1746000971,39184654.478494962677736732749982237113478,0,0.000015082744041663671,0.958839482854218,,0.9205259183096671,40866751.087316874064048071,5,9,345713.037729615
2024-09-23,10,626,1746000971,1746000971,40628130.339435221479041670877158746255624,1499999.999999999999999999,0.000015138930333114267,0.958839482854218,,-3.5435347787542018,42372191.660793680858191668,7,10,1533809.59826106
2024-09-24,9,626,1746000971,1746000971,40633538.42545545346544816023431604753494,0,0.000014902050347787187,0.958839482854218,,-3.5435347787542018,42377831.90206131567466383,3,7,33078.8297342511
2024-09-25,12,628,1746000971,1746000971,40488753.391935765923343875519986127843328,0,0.000015149087580382764,0.955295810947584,,-4.297847259433081,42383472.143328950491135992,9,14,320059.618725925
2024-09-26,17,629,1746000972,1746000972,39921101.432598109271186435530868501832324,0,0.000014476011246016991,0.941777243892106,,0.13226558557070336,42389112.384596585307608154,13,20,155696.647612199
2024-09-27,16,629,1746000972,1746000972,39666734.868079491280506453713766137683764,0,0.000014226615897263185,0.935651994909379,,-6.356700508704279,42394752.625864220124080316,11,19,65830.2489996025
2024-09-28,15,630,1746000972,1746000972,40061278.768033108945477140680282674645122,0,0.000014365594432627989,0.944832725809199,,-5.437861092042638,42400392.867131854940552478,9,15,24305.9588879933
2024-09-29,21,631,1746000972,1746000972,40281146.2388127680353442097522090997056,0,0.000014476139661995414,0.94989187354179,,0.8843833171770962,42406033.10839948975702464,16,30,176263.030750419
2024-09-30,14,632,1746000972,1746000972,40911958.18704814425942092270422457022654,0,0.000015248789850548756,0.96463909475454,,2.4506292859345273,42411673.349667124573496801,6,12,209.953076738593
2024-10-01,14,633,1746000972,1746000972,40917398.98427875270795156650654670334202,0,0.000015850589118536925,0.96463909475454,,2.572244430039394,42417313.590934759389968963,13,21,11790.1795325094
2024-10-02,30,643,1746000972,1746000972,40913416.490086838429265596115706896258125,0,0.000015891892516998568,0.964416967566985,,2.548625146619987,42422953.832202394206441125,22,37,48951.8540030275
2024-10-03,23,644,1746000972,1746000972,40918856.034466516966426410158097019029695,0,0.000015871195755183226,0.964416967566985,,2.548625146619987,42428594.073470029022913287,20,35,173811.866937209
2024-10-04,15,645,1746000973,1746000973,40924295.578846195503587224200487141801265,0,0.000015541949339275468,0.964416967566985,,2.548625146619987,42434234.314737663839385449,13,21,181003.659032141
2024-10-05,8,645,1746000973,1746000973,43348621.9877822844643762534322377503504,0,0.000016466308418935063,1.0214125852464,,8.609097358293752,42439874.556005298655857611,5,10,104549.586516089
2024-10-06,8,645,1746000973,1746000973,40322216.317967229560226972300175074323097,0,0.000015129442557145392,0.949975904652189,,1.0260589805944598,42445514.797272933472329773,3,8,888.411896937125
2024-10-07,5,645,1746000973,1746000973,42395943.087458027226591797737689811737515,0,0.000016000564902144416,0.998699400498469,,6.2076038397866835,42451155.038540568288801935,2,4,5611.8082840772
2024-10-08,5,646,1746000973,1746000973,42401575.993030680842646091704425273359024,0,0.00001607530080506003,0.998699400498469,,6.2076038397866835,42456795.279808203105274096,2,4,1012.87357808175
2024-10-09,16,649,1746000973,1746000973,41151719.243466987362581742997493174801314,0,0.00001598825713033625,0.969132333990633,,3.0632670305310583,42462435.521075837921746258,9,17,5732.23149219975
2024-10-10,12,650,1746000973,1746000973,41099163.8428064136131179710215006026681,0,0.000016070211557038862,0.967766095002805,,2.917973092137494,42468075.76234347273821842,7,13,383384.873309922
2024-10-11,13,653,1746000974,1746000974,41104622.27707286623021803263210819708251,0,0.000015493543739693277,0.967766095002805,,2.917973092137494,42473716.003611107554690582,10,18,136155.335090474
2024-10-12,18,654,1746000974,1746000974,41147894.21013850324761121913752279086104,0,0.000015326140929841482,0.96865625676941,,3.0126381617407474,42479356.244878742371162744,13,24,186811.923142482
2024-10-13,13,654,1746000974,1746000974,41160187.558799180706730314145800302704444,0,0.000015436994882118446,0.968817016901974,,2.9736332399413867,42484996.486146377187634906,11,17,63425.3886496436
2024-10-14,17,657,1746000974,1746000974,41197055.621486447282852596516192301338328,0,0.000014670292475090943,0.969556090339946,,3.052187885257676,42490636.727414012004107068,12,22,1006415.75859813
2024-10-15,27,659,1746000974,1746000974,41717631.14921802519981127492746305597799,0,0.000014666356663507445,0.981677547817613,,4.34055348460502,42496266.96868164682057923,17,29,186221.740133821
2024-10-16,14,661,1746000974,1746000974,41376986.623980747811982702066650977617708,0,0.000014387968882977088,0.973532468105029,,3.4748291668017033,42501907.208622049778177852,7,13,238375.594924378
2024-10-17,18,661,1746000974,1746000974,41804797.124726086406509527087148084273509,0,0.00001460496279145769,0.983467634196333,,4.578208926012256,42507547.448562452735776473,18,27,171177.556120648
2024-10-18,10,661,1746000974,1746000974,41443255.254240843205817633565386161846975,0,0.00001425391528189576,0.974832928499705,,3.660027152705098,42513187.688502855693375095,5,9,704.905460602002
2024-10-19,12,663,1746000975,1746000975,41608379.906996342526390507375277713936456,0,0.000014315641704873445,0.978587179708266,,2.4035768863141223,42518827.928443258650973716,6,11,61037.7467644295
2024-10-20,18,665,1746000975,1746000975,40656153.88505379296633818481948946798297,0,0.000013853533662009444,0.956064958274565,,0.03867516735658764,42524468.168383661608572338,10,16,245871.180555137
2024-10-21,21,668,1746000975,1746000975,40661546.320817072854977022924765451357835,0,0.000014176429442364974,0.956064958274565,,0.03867516735658764,42530108.408324064566170959,8,22,105624.119531157
2024-10-22,12,669,1746000975,1746000975,40381200.67963685661127323467354105858616,0,0.000014079892102884147,0.94934735987736,,-0.9899595444904378,42535748.648264467523769581,6,10,114720.569777789
2024-10-23,13,670,1746000975,1746000975,40386555.22653335299737938644081172370672,0,0.00001424435123158373,0.94934735987736,,-0.9899595444904378,42541388.888204870481368202,7,14,103149.571064085
2024-10-24,16,672,1746000975,1746000975,40979501.35802466253494573503526110387552,0,0.000014136851580997338,0.96315776207548,,0.450365186090119,42547029.128145273438966824,7,13,149694.86094229
2024-10-25,13,672,1746000975,1746000975,40984933.7989032297862753053471468497886,0,0.000014535698924427788,0.96315776207548,,0.8229860361365472,42552669.368085676396565445,9,15,293266.855392983
2024-10-26,24,672,1746000976,1746000976,40990366.23978179703760487662219035777716,0,0.000014370482918845974,0.96315776207548,,2.2702309194703143,42558309.608026079354164067,29,49,317333.150528097
2024-10-27,19,672,1746000976,1746000976,40818532.024582695193683353533796305292544,0,0.000014102808358968618,0.958993048586463,,2.4946298200694375,42563949.847966482311762688,11,19,75873.8612044661
2024-10-28,16,672,1746000976,1746000976,40895874.984988231650180272551880248375704,74999.999999999999999999,0.00001372686014013243,0.958993048586463,,1.4987121413619977,42644600.026317137165468008,9,12,58997.405469167
2024-10-29,23,675,1746000976,1746000976,40981556.292173528417485341759249599232084,0,0.000013220844448809061,0.960874932632596,,1.1562430837369193,42650250.204667792019173329,14,24,106091.949264466
2024-10-30,11,675,1746000976,1746000976,40986985.406915576052418821920122409842804,0,0.000013262541904833604,0.960874932632596,,-0.3902145519928146,42655900.383018446872878649,6,14,58898.8544064702
2024-10-31,14,675,1746000976,1746000976,41001086.678254497866852195280726483673005,0,0.000013658065446800491,0.961078210677645,,-0.3691415884197734,42661550.561369101726583969,10,21,96517.8374366001
2024-11-01,16,676,1746000976,1746000976,41416625.463988432048224448785948167708721,0,0.000013970062661183095,0.970690008858089,,0.650449079813421,42667200.739719756580289289,8,12,205833.671139409
2024-11-02,15,676,1746000976,1746000976,41267493.46262547812005525028031763930816,0,0.000013966540316064978,0.967066708101056,,0.27475050970491394,42672850.91807041143399461,8,19,208735.631048516
2024-11-03,8,676,1746000977,1746000977,41272957.56200322976349567947170024412608,0,0.000014067907423966093,0.967066708101056,,0.27475050970491394,42678501.09642106628769993,4,8,62567.8213458139
2024-11-04,16,678,1746000977,1746000977,41278421.661380981406936108663082848944,0,0.000014267919627092687,0.967066708101056,,-5.320658657464446,42684151.27477172114140525,7,11,24924.9341385261
2024-11-05,5,678,1746000977,1746000977,41554211.66237351786070733918545184201453,0,0.000013998083055578139,0.973399037894429,,2.465655510580126,42689801.45312237599511057,1,4,63.6949553242367
2024-11-06,7,678,1746000977,1746000977,42211230.734541483857837433758282801587862,0,0.000013060904748105933,0.988658724092882,,-1.0053752310830908,42695451.631473030848815891,3,6,197066.355150895
2024-11-07,12,678,1746000977,1746000977,42216816.832660539509931707625616339120102,0,0.000013013411229383557,0.988658724092882,,-1.0053752310830908,42701101.809823685702521211,8,14,266255.84474317
2024-11-08,11,678,1746000977,1746000977,42522912.303807201832381138467921816239802,0,0.000013014357889093154,0.995695301660542,,2.7409020149528613,42706751.988174340556226531,5,12,78657.9837347941
2024-11-09,7,678,1746000977,1746000977,42514852.399390846370682315704812926856617,0,0.000012960736589360054,0.995374885112667,,2.8528370907416463,42712402.166524995409931851,5,11,57181.0193998441
