time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,FeeTotNtv,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2021-12-30,1454,32805,1741761687,1741761687,3416,5.273342528655942929,34060568544.943794149226505068084,0.36,51835.533199813,5265951.106342415797304995548,0.002156778944476908,101.589600439596,3373.459691270158,-16.208514567839273,335276134.540915079,1888,2030
2021-12-31,2198,32857,1741761708,1741761708,5536,5.759792652853216677,36855146440.18580991065085691116,0.493,369980.723644726,40655292.87292297727936388936,0.00237050192226768,109.88489473836,3525.049584344595,-7.810753569882545,335397749.872166481,3015,2698
2022-01-01,2168,32870,1741761728,1741761728,5125,5.917469871316659492,38166766369.410671588898767620512,0.512,1293777.953180352,147218759.656247088885119143104,0.0023925525014611257,113.789819415577,2964.12064564842,4.87274323231071,335414596.538026656,2819,2569
2022-01-02,2009,32919,1741761747,1741761747,4107,5.651046269102658034,38009442424.676067616151282002835,0.495,287823.739187085,32604777.199547069020881572325,0.0023922754500292132,113.280361417145,3139.1961034478763,5.06709365200623,335534261.624657323,2302,2433
2022-01-03,1777,32894,1741761765,1741761765,3423,5.397142178879876164,36332547683.643413526979693477998,0.479,216707.963446997,23475906.441237809926165305782,0.002332006145528938,108.329689725406,2989.147872954046,16.97108519205077,335388643.461816633,1952,1540
2022-01-04,1399,32969,1741761782,1741761782,2852,5.148572132083607524,34719150473.082054346028611748118,0.45,134357.594370389,13915577.776388497365299616057,0.0022561602279368735,103.571203709013,2786.0808862240224,20.976099264414803,335220111.669521086,1651,1328
2022-01-05,2770,32936,1741761801,1741761801,6240,4.774445959773087772,32816001693.6327908948421328261035,0.638,574806.517490481,56199336.6492566005594344633105,0.0022460086265341885,97.7708758324705,2184.046894920585,5.175775077134635,335641891.455106827,3441,3809
2022-01-06,1429,32922,1741761819,1741761819,2552,4.635164281274611174,32010240766.1471990056379589963731,0.384,37494.43851021,3575750.986398190625476342287,0.0022103970324371734,95.3675032478347,1955.1681038412326,6.342313016040132,335651450.190125273,1468,1784
2022-01-07,1513,33013,1741761837,1741761837,2922,4.16635273339687096,29010988358.8638068969974821922864,0.473,179078.442259096,15475326.9944152173944175768976,0.0020816833120981884,86.4164709006406,1840.3438669063728,-6.913241105520133,335711329.755873544,1699,1692
2022-01-08,1213,33089,1741761853,1741761853,2486,4.061128555737294946,28268718998.762526611909870246107,0.423,58127.760805069,4894528.5789271903734841760581,0.002014433511396841,84.2029438453849,1424.1064531408972,-2.7595423678384323,335721267.06959443,1455,1163
2022-01-09,1823,33161,1741761869,1741761869,4026,4.269699408722608974,29809420753.808204781304638679431,0.53,351247.854579466,31169773.4996996129526295795998,0.0021185850753945076,88.7401107033603,1109.0827346805431,8.170671300503164,335918228.15564077,2280,2449
2022-01-10,1595,33158,1741761886,1741761886,3303,4.059416353845147951,28359440886.32737623392811824808,0.449,169319.510755146,14293258.386087558396846111912,0.0020187004289888987,84.415897035972,1182.1996697100249,-2.042249725621023,335949055.59367114,1876,1742
2022-01-11,1252,33159,1741761902,1741761902,2336,4.301682220719430472,30076203464.6227488420637980849576,0.388,69656.647216418,6237071.8919505837047118442416,0.002093617925774402,89.5402253940312,1282.4916099548911,1.7666053455755735,335895999.058180223,1362,1111
2022-01-12,1378,33247,1741761922,1741761922,2700,4.592885651882923077,32137112650.6698220007873103558024,0.422,82118.52231521,7856354.646265909918712087672,0.002176266760374051,95.6709208199032,1143.1226213075122,20.816341584357104,335913069.250861407,1561,1163
2022-01-13,1142,33302,1741761940,1741761940,2204,4.311545367430798515,30200798025.748840734813857059706,0.396,174521.208633524,15684924.026042688742038214846,0.0021083893308007045,89.8740281989415,961.9013344749102,3.181295627326263,336034765.893630364,1300,992
2022-01-14,1008,33349,1741761958,1741761958,2109,4.33146001414602999,30311970370.8600978824574552761424,0.326,57681.308457836,5202738.8750251764180169555304,0.0020926325575686745,90.1980037229614,870.0983300172949,-10.669005375138608,336060324.172603416,1218,1106
2022-01-15,1343,33399,1741761977,1741761977,2930,4.46516369826278109,31386283018.2346050568820642286552,0.392,44601.009150212,4169825.5912452630811278091768,0.0021638261461133824,93.4917319292414,893.6000581227311,-5.640574647568096,335711857.835611668,1661,1477
2022-01-16,1133,33475,1741761995,1741761995,2377,4.424471509470149091,30986162599.9009085706311413627898,0.391,102073.361797052,9426992.0184311962810821999524,0.002139390900058446,92.3550655378087,611.2758163489423,-17.201429514433265,335511240.444257654,1384,1234
2022-01-17,1216,33480,1741762016,1741762016,2614,4.14187078769359378,29146894528.89502642736041349595,0.398,489032.459614895,42430967.5273287136393974769275,0.0020554968965517248,86.7651353056245,559.1111552699939,-25.07601636425506,335928647.2178831,1506,1271
2022-01-18,955,33523,1741762035,1741762035,2016,4.121330253497934518,28943797236.526424555954626702716,0.346,28336.638312787,2441642.1344908526749683521892,0.00203071063120982,86.1655538507916,576.3748907791037,-20.74248142184352,335909141.68145301,1181,953
2022-01-19,961,33591,1741762053,1741762053,1997,3.977780243774090093,27918334922.057900873245284289184,0.315,29994.591032607,2492962.299383152082200642149,0.001988950931618935,83.113728627707,600.6431472974888,-27.086911134355766,335905215.456198112,1156,935
2022-01-20,1071,33628,1741762071,1741762071,2238,3.815903649873957568,26779919381.9592574189707302152606,0.318,97291.797919239,7756573.0395322205480825477481,0.0019561437182933974,79.7248401758479,535.7593164449247,-35.36750520106461,335904334.494634114,1278,1037
2022-01-21,1159,33666,1741762088,1741762088,2425,3.175482095236798574,22236181762.1151232964379259075278,0.351,38385.917518822,2540983.0247576299053861649636,0.0018139643746347173,66.1957089735238,478.80321526888196,-43.402193994441795,335915758.089529581,1389,1117
2022-01-22,1446,33753,1741762106,1741762106,2938,2.863644189929442526,20030468559.6873277291241511283519,0.43,62852.413337573,3747572.6926423779132795043687,0.001703745995908826,59.6249609782619,367.01714080391844,-50.86792467305943,335940992.346981101,1684,1239
2022-01-23,1491,33816,1741762127,1741762127,3633,3.130007636909687286,21711755430.1240087586010738515928,0.431,153458.942097785,9916829.1069619683926774327715,0.0017816422296902396,64.6220348674299,400.7425259414347,-43.72142357481733,335980683.286513672,2033,2470
2022-01-24,1094,33901,1741762147,1741762147,2429,3.05324247811007155,21154533412.3856819180048580848919,0.34,181030.901770584,11394120.7792977918541738166952,0.0017168758766803057,62.9401978770303,404.891726418781,-45.36604641847568,336105289.241645673,1385,1120
2022-01-25,1126,33970,1741762165,1741762165,2409,3.300987440807776805,22831526293.1586562565619436370324,0.335,91870.305863774,6239750.3961875761274580408556,0.0018380072051431913,67.9191207378794,454.935631679401,-41.09171111766095,336157565.721035746,1372,1084
2022-01-26,919,33995,1741762183,1741762183,2024,3.220666084262088966,22231788249.7005470406724829258225,0.327,88923.11530007,5882158.003807379150153384005,0.0017962613968439504,66.1488071347715,440.9382576876354,-41.97907374944958,336087515.598059515,1176,917
2022-01-27,1025,34093,1741762201,1741762201,2255,3.14551385840297545,21626622786.7126476651653202347949,1.315,51540.007351304,3316361.7869315244255659591352,0.0017380340765634137,64.3453883179863,476.13587222097914,-40.280896283369636,336102141.148589723,1286,1682
2022-01-28,1060,34157,1741762219,1741762219,2339,3.278161201661666848,22548140103.1014174799391964883902,1.296,165104.966162235,11072365.6068386029286668656045,0.001775605773899295,67.0625836654647,453.81603307146014,-35.168446787701576,336225341.623887666,1318,1272
2022-01-29,1110,34242,1741762238,1741762238,2392,3.529467857509088374,24143685446.583775194726851761977,0.33,41446.80302216,2976014.983478864791157395704,0.0018851789735827198,71.8032457627119,517.4814979751367,-29.320279386859806,336247828.21616983,1361,1251
2022-01-30,1363,34308,1741762259,1741762259,3149,3.37577653434588039,22968951079.9811559472477688966555,0.345,520070.058319622,35488130.297955271993456119383,0.001796495834187802,68.2372109877265,465.37590310766524,-37.9011909232822,336604482.327281387,1747,1504
2022-01-31,2251,34294,1741762277,1741762277,5926,3.492386252608138379,23552186766.577143797303064287604,0.425,2937768.837696829,205557991.4903912305238799557052,0.0018191867738154446,69.9707849210988,421.1446127518879,-38.5087477241217,336600293.86743783,3177,3489
2022-02-01,1921,34312,1741762294,1741762294,4455,3.66208690741583992,24650460164.2803875757018481067336,1.427,149486.736256545,10946563.989379899922168631634,0.0018878964738058333,73.2276606172852,455.597087216654,-35.357144255895555,336627716.309453018,2442,2042
2022-02-02,1323,34339,1741762311,1741762311,2819,3.420898042327470319,22896913747.7107518616457892234861,1.332,101351.806246389,6892427.5278495272788290361227,0.0018408416127369423,68.0049797148543,401.35922747357415,-37.224061208673945,336694663.298449427,1576,1283
2022-02-03,1108,34450,1741762328,1741762328,2312,3.430174044206631098,22887820462.2049656163185210982208,0.338,493657.649098728,33535246.0511191752080229221304,0.0018331488285402522,67.9321916967043,358.14194068708616,-34.41015527099385,336921566.794014656,1326,1025
2022-02-04,1048,34544,1741762347,1741762347,2280,3.871187788680426914,25825557697.4390685685676848240332,2.278,207584.243349728,15915261.5571972827627234772416,0.001866336513952625,76.6689287220322,401.42486210943923,-21.5830603242179,336845161.761307206,1280,1089
2022-02-05,1322,34596,1741762364,1741762364,2844,4.317403764738709384,25841850700.5472080565102449213616,0.312,292497.2000875,22610269.392035679248616815,0.001862284932317661,77.3008062479636,334.344987794842,-18.94429064890225,334302473.090026556,1578,1290
2022-02-06,975,34645,1741762380,1741762380,2108,4.36351042209340748,26123524762.3330682810977877289301,0.264,29117.585185206,2275313.4294122525094830866278,0.0018447950333760643,78.1422434223113,332.0485070468414,-9.574826872810853,334307330.046199277,1186,1153
2022-02-07,1598,34666,1741762400,1741762400,3375,4.697236473011708282,27845947133.8654504134569494337554,0.339,74401.876524523,6197696.3956205618953892118566,0.0018979768878980988,83.3002699008242,252.99616786358317,-1.0720218359802205,334283996.522680337,1857,1847
2022-02-08,1096,34708,1741762416,1741762416,2251,4.871433348405162807,28891483466.8577507275814376895104,0.295,73593.366364734,6360342.2244982683554365059192,0.0019567689115226926,86.4254828753988,187.5494615797553,-2.6083219973646643,334293572.979061408,1273,1065
2022-02-09,1047,34748,1741762434,1741762434,2078,5.093534780357454009,30241102290.8124201768072122767556,0.314,1409235.650427266,126972710.3270640478689690359452,0.0020290566777267523,90.1004103100622,182.26622482551267,6.733936940417603,335637786.628760398,1196,962
2022-02-10,980,34804,1741762450,1741762450,2178,5.142306230173106524,30559866823.387997927176942533388,0.264,55483.978783024,5051346.916206233993587650248,0.0020874220528758177,91.0415407654895,61.227976793525066,1.6766937595383613,335669481.935790344,1221,992
2022-02-11,880,34812,1741762468,1741762468,1842,4.610486756996152173,27387918054.770793639351556422752,0.234,40843.063528596,3333657.7872755581976584107264,0.0019269667196067973,81.6211493278784,72.47326217502555,-14.685519248291707,335549282.021886655,1038,958
2022-02-12,880,34859,1741762484,1741762484,2095,4.603039749414584025,27348779679.1679739876480157586375,0.229,2009741.028459413,162873999.0123606449885234036245,0.0019216417879647407,81.0422819188865,63.82350644219498,-9.826805871553242,337463099.898159175,1162,999
2022-02-13,1305,34617,1741762501,1741762501,3006,4.43876032168184804,26394935260.4903444478844039149816,0.22,51569.143091382,4033084.1654482691750157890268,0.0018534473670227,78.2073139804074,89.1144964966379,-13.293741820919664,337499575.386297484,1613,1716
2022-02-14,1027,34628,1741762517,1741762517,2322,4.650253975918261718,27672111013.2155001167415427876743,0.226,34988.70658655,2868607.536553849139800523235,0.0019224864866893424,81.9866698832637,118.04002538211041,-12.305967392587428,337519636.455734739,1274,1071
2022-02-15,1155,34672,1741762532,1741762532,2594,5.257293650542552846,31321136383.5608853578706488063047,0.254,31128.54948241,2889573.364992905685078642737,0.002085444449821603,92.8271125073057,148.1800543332482,0.5111219040863028,337413666.520068071,1424,1145
2022-02-16,1164,34716,1741762549,1741762549,2399,5.432697051686392966,32449697136.8880587247144208274356,0.331,329476.493839338,31657882.2767435917386786343194,0.002180502853115834,96.0854047821113,169.7849659759415,10.741952333338457,337717234.063517012,1365,1211
2022-02-17,914,34746,1741762568,1741762568,5130,5.005790103171876482,29931848493.1739111046598943486016,0.294,484621.32685198,42897243.099190740329685190416,0.0021796843738954206,88.5170353063992,148.91063208935591,2.729027262657112,338147887.461048248,2712,2501
2022-02-18,917,34850,1741762585,1741762585,2489,4.743163231688691425,28404042132.234788004475593649624,0.323,205320.834744514,17238701.518812398651541314917,0.0020966777423651697,83.9598258026905,105.19161454805169,1.0179992992173872,338305157.980980208,1406,1167
2022-02-19,847,34952,1741762600,1741762600,1841,4.799544644183889669,28743174247.6596923232479773333236,0.251,43981.495412161,3737384.7451346883742858089342,0.002119327082682573,84.9762999213822,118.4686465181435,6.586980587168614,338249303.326364038,1046,850
2022-02-20,1091,35025,1741762614,1741762614,2193,4.346507039217760171,26319117779.2385136782547548590192,0.271,206977.174498446,16096195.2406917191104017221856,0.002017242533253121,77.7679726264336,116.71608116667466,17.481893966175893,338431321.923037447,1232,1881
2022-02-21,1161,35102,1741762633,1741762633,2942,3.922879386700805612,23831499903.965137794231837764392,0.27,530911.864851476,37336312.9752568145339416556816,0.0018956496669273986,70.3248796025716,94.37773848351858,17.94536792772188,338877222.94932562,1606,2788
2022-02-22,1071,35182,1741762651,1741762651,2110,4.107245291002243097,25155954278.5656656212107394829933,0.26,260480.409162878,19321951.1863808241726137527538,0.0019417041608894429,74.1781358854471,131.6562779824702,14.78768199983372,339128962.709630123,1185,1559
2022-02-23,1049,35289,1741762667,1741762667,2311,4.049470832504917978,25063779864.7681717690368145928583,0.255,241957.643035758,17877450.6789338752077811724634,0.0019804375260628784,73.8866954340923,170.75120920354098,17.39190203762748,339219120.810800421,1283,1976
2022-02-24,786,35317,1741762683,1741762683,1675,4.172316775131705469,25886807320.6882971650908864821326,0.213,217599.118083214,16601935.9789498345694598608434,0.001992905354683219,76.2959708899231,159.21224785203844,12.333566838081607,339294552.762645746,944,1143
2022-02-25,976,35427,1741762701,1741762701,2294,4.400900902991823104,27539846755.0848683816093488814268,0.252,261831.391087146,21236894.6718685341083109689208,0.0020625959008326714,81.1090472524748,198.64796219973925,22.616039148254504,339540996.818262741,1273,1720
2022-02-26,993,35489,1741762719,1741762719,2260,4.385581422118538893,27708057803.1959618446878758916597,0.218,257357.704517727,20987233.1747326348105094287407,0.002087967923348754,81.5488823777841,215.32721443401317,26.736172567302606,339772379.403501317,1239,1614
2022-02-27,1082,35571,1741762736,1741762736,2433,4.006474853266518852,25371943717.9623309295513467277412,0.247,273143.786288994,20381859.4780551908726973295416,0.0019811485959139175,74.6195245916764,190.66797178481198,11.26849058471826,340017493.501861583,1340,1700
2022-02-28,2553,35696,1741762756,1741762756,6927,4.448548099683992408,28613868843.4092730418021728968508,0.427999999,307870.16187553,25896648.697241710717081995748,0.001948053255342944,84.1154873193316,247.1164390087374,17.14719359248461,340173608.396050663,3678,4431
2022-03-01,2257,35779,1741762776,1741762776,5438,4.557651057501160127,29508248849.2738050417538365654,0.363,208317.470001872,18067297.4594789303426521361024,0.001956257874241224,86.7296317457992,217.6851872017703,27.100200155306524,340232608.57098075,2901,3007
2022-03-02,1680,35895,1741762796,1741762796,3499,4.356237898540408295,28455158334.8216665669381048885441,0.323,269606.629820715,22537247.0101207689869246217855,0.0019005084243577093,83.5930741951997,208.03490787795036,19.46853860430724,340400907.716056853,1911,2600
2022-03-03,1934,35953,1741762820,1741762820,9574,4.100649627016538614,26895185122.6183186397901262414808,0.431999994,540171.397054421,42636846.7388608314396256667677,0.0018575409915929512,78.9320703972137,186.98939571765985,7.789965884260408,340738371.453736984,5001,5542
2022-03-04,3190,35863,1741762844,1741762844,7672,3.926926063683014731,25762629637.9835722981054587246618,0.839999998,833866.609241676,63133583.6578354041309200976132,0.0019360472946718175,75.7118500226907,195.415231210726,11.332802892010845,340272092.549086574,4264,5081
2022-03-05,1399,35948,1741762866,1741762866,2883,3.954122508374532102,26096269275.9557708015318568486388,0.296,217659.065138771,16705943.1725331095602304485057,0.0019488377670257768,76.7528021949467,214.82882988537224,12.984433856666412,340004124.014561564,1590,1624
2022-03-06,1365,35953,1741762888,1741762888,2653,3.733502754883287273,24705460281.6667633992767366384403,0.283,262321.844602741,19055732.0744565919282647941971,0.001891765891246113,72.6425666277031,190.14495722562012,-5.2516216953114325,340096191.923993013,1468,1689
2022-03-07,1441,35951,1741762909,1741762909,4527,3.683985664648632065,24517886930.5921673643039834176336,0.332,576099.328520245,41517781.819928367360071464984,0.0018892064044531715,72.0670546979632,172.7685880237254,-6.770629963692368,340209365.199506423,2430,2497
2022-03-08,1261,35979,1741762931,1741762931,3188,3.717265392676323881,24821169186.3532635431241612597748,0.312,543057.536117615,39613186.063765339535458390234,0.0018836367290716548,72.9447313206716,185.94394052978117,-6.651347432592011,340273639.191803603,1750,2001
2022-03-09,1289,35989,1741762951,1741762951,3294,3.931057011635021001,26376997491.398998668551359000361,0.293999999,262459.746238277,20359123.2828030964250913990418,0.0018473818375563176,77.5704601357034,128.9615076145237,-6.878500840324544,340039203.651164665,1794,1999
2022-03-10,1068,36034,1741762971,1741762971,2088,3.810935900881296478,25049987161.2718910221229311819905,0.24,225323.091526077,16688950.4458628918381589982209,0.0018759503355657943,74.0667560205717,148.83037455659303,-14.299864396065798,338208239.528059965,1164,1604
2022-03-11,988,36149,1741762991,1741762991,2750,3.648161818597512188,24162145544.155149829856865813843,0.263,181886.432180234,12993035.3187055502676103559516,0.001839902350108338,71.4348792428374,131.30729843809956,-20.716366332840423,338240167.831988445,1507,1652
2022-03-12,958,36200,1741763010,1741763010,2229,3.61596254401320329,24049869193.6032555333151417231008,0.229999999,213963.827067085,15207795.483068739616455547786,0.0018247603875157538,71.0764791017716,152.25137861431568,-21.929617508501046,338366074.087142088,1229,1442
2022-03-13,1097,36280,1741763029,1741763029,2162,3.432691646173979471,23018247812.1564478616927190294421,0.274,425174.678853664,28907895.3413852029280895062048,0.001798298289430093,67.9906325073857,119.21606493702161,-16.69973644421236,338550282.050340053,1218,1753
2022-03-14,960,36316,1741763049,1741763049,3580,3.449262763924125389,23188559938.533982576199718289893,0.314,234420.754777224,16066876.3224515516580339043344,0.0017286324284741578,68.5386255057506,131.50462709198254,-15.428559163290274,338328347.955976905,1947,1834
2022-03-15,1071,36330,1741763069,1741763069,2608,3.516233800561862738,23674943138.8652968643760377364978,0.266,224553.975847667,15706672.7444313936641056419194,0.0017772294983221294,69.9460906231582,138.8585361191867,-10.563236271378427,338474143.843385079,1437,1336
2022-03-16,1305,36375,1741763089,1741763089,3583,3.675767733127131227,25048781592.14648615037531913042,2.323,812950.257405393,60043260.37603560281629888482,0.0017969656857109962,73.85846775874,125.54137147956399,-9.914053267558,339145697.876765833,1953,2958
2022-03-17,996,36396,1741763111,1741763111,6384,3.782878999833263886,27010795429.826060617695906844583,1.305,704073.524235414,55974899.8755778186536755361612,0.001940650512012028,79.5014979953458,142.6689621962643,-14.355304341618018,339752031.231000635,3345,3116
2022-03-18,946,36454,1741763132,1741763132,3779,4.07459187830545232,29186436267.8290054756266464712444,1.305999999,290759.407867366,24965841.5136226856950186394228,0.0020528862939049393,85.8642604094558,158.68394047014274,-10.637561860548486,339913674.544558818,2043,1795
2022-03-19,918,36500,1741763152,1741763152,2186,4.260869629488314428,30540204213.5222438672181550024584,0.24,64214.947575938,5769307.2286473468112229149236,0.002129342224090346,89.8436804269722,138.58990096857366,1.4987455420087905,339926014.477404372,1213,976
2022-03-20,1025,36557,1741763172,1741763172,2356,3.928138083565728316,29177922276.4578445536762569323284,0.284,3046889.737983486,259263881.5845004036572408849684,0.00206058587301339,85.0913239007094,146.4912731443743,1.3476660857753184,342901261.126277886,1320,1444
2022-03-21,1155,36593,1741763193,1741763193,4937,3.985505019840797448,29679385574.4285616213042439224604,0.317999998,208467.207248206,18037088.5679295415423572042712,0.0021069920368292313,86.5224262656052,163.07767899468448,1.8194794850486928,343025350.252190627,2627,2440
2022-03-22,986,36623,1741763213,1741763213,3517,3.863852850894768724,28897259785.519139658315257710784,0.281999999,34189.093867407,2880622.604685145247035551264,0.001987949475912982,84.255599632352,185.88741479940322,8.342286402504508,342971386.016026042,1899,1615
2022-03-23,948,36660,1741763233,1741763233,3025,3.933142136877926947,29464481049.460838619304118270216,0.291,194310.409225671,16686802.229369234392194310251,0.0020095622959235048,85.877037137981,199.59869052819096,22.11473041020422,343100810.547520936,1658,1323
2022-03-24,815,36709,1741763252,1741763252,2539,4.003419281610491972,30022316360.1433285031247040000286,0.271,99472.098021826,8702493.7291468501598807945452,0.001989484713880373,87.4867817429302,236.38437324641276,17.941467116450013,343164027.319697693,1405,1161
2022-03-25,907,36755,1741763271,1741763271,3171,3.82237385213820812,28704317374.545447649223534587517,0.251,79449.227500884,6645407.0025524970938232703476,0.001886111331870743,83.6434438897289,223.89036486763908,13.205013972156486,343174743.16800853,1711,1731
2022-03-26,891,36797,1741763291,1741763291,2285,3.923285774453258677,29516346670.5353927900636268898194,3.263999999,101092.39194248,8694062.767308729836954611152,0.0019317452657921824,86.0011579531674,205.89460469594383,12.720445064191617,343208712.219999981,1274,995
2022-03-27,1026,36842,1741763310,1741763310,2555,4.049255491760215005,30590792240.7765023197464208124048,0.269,351501.403652069,31326874.8480914026071727838096,0.0019052665116003353,89.1230433864784,221.30163951517318,9.880520614497888,343242230.947172597,1412,1121
2022-03-28,1116,36899,1741763331,1741763331,4249,4.107639215836593015,31094461949.104111410056717125216,1.346,102072.494491715,9246192.18923468941665689908,0.0019182031948381153,90.584561837912,217.45703274463662,11.080077613165976,343264473.749325668,2298,2046
2022-03-29,877,36935,1741763349,1741763349,2424,4.186623639416822133,31747110992.1371947661210449013396,1.296,135953.762149328,12576958.2254471446290484637072,0.0019490487841579052,92.5090856377549,212.37395204771923,23.974370171843777,343178302.685336804,1358,1079
2022-03-30,998,36988,1741763369,1741763369,3545,4.324501138113213598,32973367963.2405250830229035873719,0.272,423606.024357737,40664244.5506215744803217171373,0.0020371120177962478,95.9954349381029,223.7525477553977,14.123377272571567,343488916.785485611,1908,1650
2022-03-31,2581,37021,1741763392,1741763392,11718,4.311072503588607084,33121163454.7176288856796213429894,0.515,201870.83656154,19457458.092480837282575190148,0.002115474200450023,96.3856811805962,237.92756537165397,11.133506784738188,343631575.240507687,6117,6044
2022-04-01,2125,36999,1741763416,1741763416,6658,4.302573733194340944,33152281714.6472568724893329789798,0.434,164040.212418891,15839468.9689072056537260419998,0.002087735132350542,96.5584519511578,240.66940232008812,15.5101099950965,343338993.580972991,3546,3392
2022-04-02,1375,36993,1741763438,1741763438,3161,4.294006044664880508,33158115288.144646246419970661568,0.321999999,103640.148543944,10027207.480169350058214790656,0.0021060173956026704,96.750222969024,234.1487146632991,22.574034207063274,342718748.035967857,1741,1382
2022-04-03,1254,37032,1741763459,1741763459,3017,4.295179960726921294,33519493653.6381320844841990833857,0.289,110829.040684751,10844756.8476144766211884231813,0.0021070214068685403,97.8512200467563,244.87304282076622,29.24161807884825,342555704.850910339,1653,1516
2022-04-04,2058,37133,1741763481,1741763481,5117,3.623454856261088781,32751453162.7039108704554530191998,2.316,140672.480834857,13447259.9578748702938805350738,0.0020485754256477444,95.5926836440834,226.81653968956678,24.546180608865235,342614642.817709247,2717,4540
2022-04-05,962,37158,1741763502,1741763502,4156,3.459550316213136359,31304965255.0111496694919266477288,0.325,85700.605978826,7829605.0390969324129736652516,0.0019994288575630355,91.3599728925066,193.17587344678006,25.7664440199796,342655150.432720868,2241,1914
2022-04-06,870,37196,1741763524,1741763524,2851,3.148928207978332306,28722685025.5049862301373522323338,0.257,882058.812583938,73755653.4107703609013247481102,0.0019309025602149226,83.6176141075079,164.3957620786904,16.027516953417482,343500413.544160422,1555,1341
2022-04-07,1076,37268,1741763546,1741763546,3710,3.346198921015269143,30234519708.3533065144681828684917,0.316,1727762.210760277,152018780.5818523707721726830621,0.0020194597948092817,87.9859390575273,195.09148920394844,20.62000567351905,343628993.816674029,2013,1837
2022-04-08,1014,37308,1741763568,1741763568,3419,3.164531538857180121,28664096289.1820924129928572746644,0.285,469650.321690082,39135040.4963268551252489092822,0.0019735659902370482,83.3280393708571,171.58185606025617,7.422386337635832,343991008.376071164,1852,2138
2022-04-09,738,37349,1741763589,1741763589,2181,3.184100249728041275,28993266319.5838134508927299008145,0.221,25724.863032033,2168097.0818495503247207070453,0.001974654508452443,84.2802186798741,168.2084402368797,13.78953690973809,344010335.683992845,1201,967
2022-04-10,958,37387,1741763611,1741763611,3095,3.11083837990284703,28332112278.1778584394612791836665,0.265,258997.707804643,21317423.4551767833140477156561,0.001947437068830047,82.3073827018427,157.55509394234105,15.220160759347069,344223219.693554395,1680,1625
2022-04-11,1141,37442,1741763635,1741763635,4606,2.826527895020161529,25491791910.6997172382291146829052,0.391999999,59041.684375067,4383047.3745787011340088207171,0.001877312413869603,74.2364893713913,135.82871573152443,4.4459296655578715,343386279.800611804,2498,2135
2022-04-12,764,37494,1741763655,1741763655,2796,2.90662688142439298,26201386731.8595847338781211008288,0.288,73051.963479464,5573212.1926010891930587056368,0.001902692740091982,76.2910663471462,124.61082391616968,12.208202120871343,343439775.931768624,1542,1265
2022-04-13,802,37554,1741763675,1741763675,4048,3.051789882512544117,27451595291.4183581710216897085202,0.272,549875.450945892,43932484.9664641044565945398972,0.0019414334967730162,79.8953379185991,136.67093340821515,16.569798896675614,343594457.531267422,2160,1895
2022-04-14,758,37597,1741763697,1741763697,8021,2.930841847589535205,26444718691.4681819559790562912706,0.297,909574.494229129,69844942.4799118707429240462111,0.001923730699856724,76.7885895251559,98.85747522203212,9.78253229170787,344383441.016388334,4159,3915
2022-04-15,979,37622,1741763721,1741763721,4368,2.950720176669499706,26623979706.4579433813764072775017,0.313,99175.971712014,7667440.9682667721939080223362,0.0019076379914385402,77.3114781323383,107.8331126715871,4.67517195845114,344372923.007424799,2340,2026
2022-04-16,884,37681,1741763743,1741763743,3040,2.976556025347230824,26831863615.5418307024028253251399,0.237999999,40012.733168751,3118349.4669895207943148964377,0.0019271691837008855,77.9339280283127,119.448553412436,-1.971748968962652,344289891.378169137,1639,1371
2022-04-17,927,37733,1741763764,1741763764,3624,2.897246112801510133,26047365134.169594836622808150506,0.230999999,58259.793345539,4407945.7094625049107608630754,0.0019055680369748822,75.6601672669686,120.73831540564183,-11.88398187304886,344267876.67889871,1927,1547
2022-04-18,1148,37793,1741763786,1741763786,5325,2.977821615039710438,26756786219.747463590567944033905,0.311,103354.104658909,8031224.6392525388217832354135,0.001903675738841978,77.7059088824515,164.9743977295421,-13.509877920002031,344333997.30544827,2818,2863
2022-04-19,957,37858,1741763809,1741763809,5730,3.018014300517586246,27633377319.6628142554007433863508,0.269,674627.695886466,54039739.9776789700892618551764,0.001930674979640559,80.1030558146154,204.10195786624203,-5.86225229250712,344972823.304212802,3000,2610
2022-04-20,965,37962,1741763832,1741763832,3028,2.961972279388425185,27007011954.366540449378343894647,0.256,37917.28669565,2968372.509320612057534081975,0.001891152272902912,78.2854673422915,186.58068398547098,-9.520027672395615,344981167.913099618,1642,1532
2022-04-21,991,38013,1741763854,1741763854,3995,2.856474119804861867,25868388903.3269408996675838276,0.313,288322.868055439,21621600.48451439719620549815,0.0018535732348250377,74.99093162585,187.58774856041052,-10.995907746106184,344953560.950426856,2154,1872
2022-04-22,902,38038,1741763875,1741763875,3848,2.84541760268318893,25730104180.953737158912231150519,0.316,2007029.853912481,148864392.1555508170610203309226,0.001866514121689631,74.1714887127146,206.04179987283848,-13.630591850134246,346900198.816463015,2082,1914
2022-04-23,913,38104,1741763898,1741763898,2908,2.803462662418699647,25339548609.0053408080107271792809,0.274,35374.389217458,2584077.7251489050636047847106,0.001845499352569742,73.0493948394057,211.70608841629584,-16.50236368957666,346882389.165751137,1591,1295
