time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2019-02-12,5928,214346,1614335408,1614335408,2588,0.3383914,92087659.6196300325192157295532942,,613.718274,1892160,11215.0417979126145312,0.0000016519709676704798,0.00592711070835057,-89.41515900803567,-6.485681062518971,,,,,,15536686279.52061806,2660,11610,483651.888176749
2019-02-13,5750,214431,1614335408,1614335408,2616,0.33674628,91627231.4379638231281045321359064,,609.336591,1912600,11278.125984148193144,0.0000016489402228664129,0.00589675101126644,-88.89748971269795,-14.534517320051176,,,,,,15538595959.52061806,2442,12520,604508.015394494
2019-02-14,5604,214729,1614335408,1614335408,2553,0.33195285,90319682.7087480586293478684291618,,574.99814,1868070,10857.0462832439874321,0.0000016316793718573596,0.00581190548707703,-90.07910121660383,-13.42974319913504,,,,,,15540459649.52061806,2555,12328,334073.481572223
2019-02-15,5543,214768,1614335408,1614335408,2611,0.33702907,91559137.1404607420659856718037938,,622.663906,1909680,11249.8094961685411464,0.0000016524342604453113,0.00589093957949423,-90.11380377964898,-13.03802096699215,,,,,,15542365679.52061806,2349,11832,317439.11682322
2019-02-16,5159,214778,1614335408,1614335408,2589,0.33864015,91996238.9828601119110730019844704,,613.276338,1895810,11220.0537374833265904,0.0000016509843235567934,0.00591834294443184,-91.45525428665867,-12.256869667910578,,,,,,15544256195.80105906,2453,12613,358749.210314729
2019-02-17,6232,214864,1614335408,1614335408,2599,0.33998974,92352058.8525411949357328047915462,,737.209502,1904570,11314.1149221506670989,0.000001639775490586116,0.00594050884039477,-93.41649870767787,-10.173745411759388,,,,,,15546152919.52061806,2741,15111,669318.589818741
2019-02-18,5745,215023,1614335408,1614335408,2590,0.35843045,97349596.0490633720295845857866002,,657.709575,1894350,11860.9268013636504645,0.0000016195040488151532,0.00626121192037567,-91.75959770371873,-8.888097232677566,,,,,,15548043619.52061806,2688,12006,894883.55942759
2019-02-19,5935,214968,1614335408,1614335408,2575,0.3634293,98713649.3921149222001109776314746,,643.707923,1881940,11946.8862271778435254,0.0000016296448523591952,0.00634817593928491,-92.30056043286572,-2.2274927800330446,,,,,,15549923369.52061806,2820,11707,1172383.17150698
2019-02-20,6227,214848,1614335409,1614335409,2596,0.36429259,98947028.586822439028462836437784,,686.423619,1898730,12080.496708373581972,0.0000016182690383704496,0.0063624089303764,-90.8967415323027,-2.97575140053406,,,,,,15551818449.52061806,3007,12540,532410.073142809
2019-02-21,5835,215296,1614335409,1614335409,2593,0.35776503,97151364.2482698342909780331958384,,600.691711,1900190,11868.9389819040843416,0.0000016047701059394785,0.00624618537193864,-90.34024270577446,-6.452600246177043,,,,,,15553711339.52061806,2637,12458,750504.224946932
2019-02-22,6262,215476,1614335409,1614335409,2601,0.36887322,100168432.1090203552531310719069676,,1666.182145,1904570,12264.2435680284543722,0.0000016309236399949503,0.00643937664041146,-89.15503185181686,-3.6973616181459987,,,,,,15555610069.52061806,2896,11674,1466632.12093815
2019-02-23,5973,215240,1614335409,1614335409,2584,0.38170172,103634074.992882780279355374809208,,766.792576,1892890,12609.220616333533252,0.0000016207091211239547,0.0066613594114468,-89.19808505481745,-0.02545074927594319,,,,,,15557496389.52061806,2766,11416,832379.871165843
2019-02-24,6218,215760,1614335409,1614335409,2588,0.33825377,91798628.9029295876945935258601534,,617.558852,1891430,11159.2247149168216127,0.0000015715500612034263,0.00589988776476889,-89.7224550019434,-10.58067675040815,,,,,,15559385629.52061806,2885,11865,1053247.90992604
2019-02-25,5710,215485,1614335409,1614335409,2593,0.34157131,92615725.7392936704071654881469658,,597.742045,1898000,11296.28566397477614,0.0000015572080893293634,0.00595167843202043,-89.80075525553153,-9.217304085326775,,,,,,15561278519.52061806,2516,10821,901017.514400767
2019-02-26,5309,215748,1614335410,1614335410,2584,0.34590343,93776776.2376151011257503343490958,,565.137439,1889970,11388.1267475712655221,0.0000015872712461534677,0.00602555953140593,-90.18840574382394,-5.109283598231106,,,,,,15563164839.52061806,2181,12512,718271.73351561
2019-02-27,5008,215920,1614335410,1614335410,2571,0.34024743,92116071.2991339302975240550942462,,448.848227,1881940,11137.5814406047307538,0.0000015576581780338754,0.00591813843193977,-90.11710854832666,-1.9541064422867245,,,,,,15565041669.52061806,1925,9147,535072.545657793
2019-02-28,4644,216293,1614335410,1614335410,2607,0.33678112,91168883.0948446800600189996785254,,388.047914,1906760,11167.0711235913650084,0.0000015440678930925844,0.00585656879921509,-89.12839023933181,-1.6988241655156797,,,,,,15566944779.52061806,1866,9956,453507.175775123
2019-03-01,5075,215601,1614335410,1614335410,2606,0.34792365,94133605.9097421314417719513248906,,728.589834,1906030,11524.3906651383929153,0.0000015866865888716554,0.00604627978842851,-89.67119245614114,-1.1400020024180213,,,,,,15568847159.52061806,2128,9104,557984.391792721
2019-03-02,4979,215966,1614335410,1614335410,2526,0.34517993,93261886.7291275349671188810543852,,591.486687,1846900,11062.153699962777698,0.0000015722151702522258,0.00598957913258042,-89.95515056878585,2.476481500221505,,,,,,15570691139.52061806,2087,10541,517729.928490289
2019-03-03,7475,216043,1614335410,1614335410,2595,0.39645447,106966352.810561448188429299434202,,740.46111501,1896540,13027.1217261749200056,0.0000018160219403857382,0.00686888846329364,-87.69406536210181,16.259292715233364,,,,,,15572585489.22061805,3400,13527,11465328.6180543
2019-03-04,5430,215995,1614335410,1614335410,2604,0.35393985,95327002.947367086043112567913631,,608.986665,1906030,11666.2676799537921626,0.0000016550697090648376,0.00612071566552142,-89.15124359961774,3.0323645191858932,,,,,,15574486409.22061805,2652,9446,5088298.59652336
2019-03-05,5594,216053,1614335411,1614335411,2569,0.36258319,97576329.1623340678817956706082195,,638.222844,1876830,11757.1859499341178717,0.0000016312958977724144,0.00626438513340799,-88.47399726532123,9.326091284408317,,,,,,15576361779.22061805,2401,10725,2213698.01895387
2019-03-06,5100,216101,1614335411,1614335411,2586,0.35783513,96266133.028622198531042407476401,,569.841398,1887780,11665.5776965888401396,0.0000016042378876879442,0.00617952181747282,-87.36752170646427,7.302613831859303,,,,,,15578249559.12061805,2115,9424,1029231.5973438
2019-03-07,5288,216206,1614335411,1614335411,2575,0.35999684,96775930.922608635720840969424038,,541.571139,1883400,11698.733988872699544,0.0000016108975762930586,0.00621149728622316,-85.65279812390608,8.657998306191836,,,,,,15580129309.12061805,2337,9764,967388.907505522
2019-03-08,5409,216016,1614335411,1614335411,2599,0.35978546,96691008.383813692707407522313249,,631.484257,1900190,11791.2317943952536342,0.0000016162837858520504,0.00620529094164018,-83.9001146587106,12.49600297009883,,,,,,15582026579.12061805,2340,9895,2881842.50618826
2019-03-09,4878,216188,1614335411,1614335411,2592,0.36836575,98978474.9212489805724188885360325,,526.175801,1895080,12036.261956557467882,0.0000016242288174365634,0.00635132129332665,-83.8282754102591,13.935151590104638,,,,,,15583918739.12061805,2167,10524,1529650.45846981
2019-03-10,5259,216174,1614335411,1614335411,2586,0.36883236,99025217.240727124185553364008711,,555.338067,1888510,11998.7446772075713402,0.0000016274831813080936,0.00635355104140702,-82.4514899451497,6.42333814770016,,,,,,15585806519.12061805,2116,9953,1358651.050378
2019-03-11,4533,216303,1614335411,1614335411,2562,0.36161672,96979637.396035077656981966001508,,534.642258,1873180,11654.0982823582380208,0.0000016153308611467314,0.00622155814302856,-84.04317901182092,2.436061203987774,,,,,,15587676779.12061805,2058,7337,1205703.5954967
2019-03-12,5612,216373,1614335412,1614335412,2577,0.37935978,101709205.5584033231832609435659145,,660.488505,1883400,12287.655485959186026,0.0000016906794255165361,0.00652418789739789,-82.66824836131197,7.627353576972921,,,,,,15589557989.12061805,2506,10982,4327988.01294957
2019-03-13,4886,216631,1614335412,1614335412,2595,0.37664939,100982690.5102235157544980883366945,,479.357091,1897270,12288.2349288018810523,0.0000016814303534407566,0.00647679820415749,-82.05203801779074,9.470423303510564,,,,,,15591452339.12061805,2022,9845,2296392.40380983
2019-03-14,4993,216700,1614335412,1614335412,2588,0.39666866,106219957.810767890085134413101861,,525.475876,1895080,12909.0558702031591016,0.0000017675823067601098,0.00681187911339002,-78.27021017345052,14.92748235312899,,,,,,15593341579.12061805,2142,8843,3220745.77708411
2019-03-15,6284,216599,1614335412,1614335412,2576,0.4111647,110167706.260139477964658626554934,,694.187196,1881210,13289.2362742876712748,0.0000018104437175415248,0.00706419606226188,-77.4850701085556,19.798106597427946,,,,,,15595222059.12061805,2950,10797,9774395.70168512
2019-03-16,5051,216856,1614335412,1614335412,2594,0.40420826,108268478.834712730694083650361232,,546.740215,1896540,13164.9662074419592896,0.0000017398309122728134,0.00694157054817824,-79.23439912825518,19.43708588539609,,,,,,15597115679.12061805,2424,9954,2623253.33073015
2019-03-17,5911,217275,1614335412,1614335412,2604,0.4103371,109914884.7541865407589389538043355,,586.395788,1906760,13435.5460372872290636,0.0000017761571120552823,0.00704627013220711,-75.23812158100486,19.611991213328178,,,,,,15599016599.12061805,2644,11596,1433999.36514286
2019-03-18,5236,217146,1614335413,1614335413,2565,0.39269701,105174088.254731549880685750491017,,575.844746,1876100,12647.811695438223634,0.0000016983615532127676,0.00674154453144194,-77.26766996609345,13.909325544992178,,,,,,15600889049.12061805,2263,9184,1898477.62288196
2019-03-19,5408,217367,1614335413,1614335413,2590,0.39817891,106636297.753538242962002093108592,,576.109524,1890700,12921.880037047759008,0.0000017102490322181185,0.00683444228965344,-78.16808021897134,15.048095597131784,,,,,,15602779749.12061805,2284,10919,1401199.38176552
2019-03-20,4938,217211,1614335413,1614335413,2569,0.40142595,107506836.398129530546109381020974,,618.425315,1876100,12925.218418918637148,0.000001709252606798825,0.00688940803737468,-80.19447930808047,10.033139350461708,,,,,,15604655119.12061805,2188,9561,1381025.02282766
2019-03-21,4958,217390,1614335413,1614335413,2602,0.39810167,106612490.192847200723986214905389,,529.088859,1903840,13005.6331331644331232,0.0000017180063506954791,0.00683126372655498,-79.57927277495187,7.609867651596434,,,,,,15606554579.12061805,2139,8209,2624302.65449711
2019-03-22,5056,217455,1614335413,1614335413,2572,0.40227819,107382882.327283479887889409445075,,533.475111,1881210,12942.347460805901415,0.0000017269059844039437,0.0068797994167615,-82.26500777312374,8.131990446494159,,,,,,15608432139.12061805,2101,8325,1368263.5657301
2019-03-23,4656,217590,1614335413,1614335413,2593,0.40648298,108511356.95981647476382584117726,,504.240426,1898000,13193.4828471238936,0.0000017457675655147625,0.0069512554515932,-81.81905969454748,11.288010804516459,,,,,,15610325029.12061805,1880,9835,1441505.30593455
2019-03-24,5598,217701,1614335413,1614335413,2606,0.39912344,106514433.929741670996496704010356,,558.525872,1906030,13003.8911926495505976,0.0000017182253804770063,0.00682250079623592,-84.96705707438001,5.949708756280777,,,,,,15612227409.12061805,2444,10165,1347750.69053694
2019-03-25,4483,217841,1614335414,1614335414,2573,0.38296749,102200014.5808591346873393979136315,,483.41543,1879750,12303.6490920635669425,0.0000016747606434222924,0.00654536459213383,-83.96369048019527,-1.7413085250083529,,,,,,15614105699.12061805,1921,8323,2017951.77154543
2019-03-26,4543,217998,1614335414,1614335414,2593,0.38890628,103783130.9749787079363967521135115,,501.409936,1893620,12584.9020384617053566,0.0000016963630436657383,0.00664594904915543,-85.25910871767394,12.64534706645838,,,,,,15615998589.12061805,2055,8940,1562955.0424412
2019-03-27,4706,218027,1614335414,1614335414,2552,0.41594334,111023037.2881845782712454567083925,,525.085961,1865880,13264.022360791255878,0.0000017652615113398261,0.00710872208330185,-82.34036995356352,19.440627790917727,,,,,,15617861549.12061805,2207,8283,4108348.91016816
2019-03-28,4680,218173,1614335414,1614335414,2577,0.41474255,110166648.913820819439737353621368,,596.03673,1881210,13268.2467822432128496,0.0000017584514061254793,0.00705303861995376,-83.0348232561603,17.052011239661432,,,,,,15619742759.12061805,2009,8399,1637287.41424092
2019-03-29,4572,218301,1614335414,1614335414,2583,0.42231767,112181900.282301448842118595931657,,430.09316,1888510,13561.7514235675097574,0.0000017560238735188332,0.00718119121612674,-80.78423935462725,21.34206218243162,,,,,,15621628349.12061805,1954,7639,1660240.67419968
2019-03-30,4819,218131,1614335414,1614335414,2568,0.4180774,110992045.0709068134961446342531245,,497.693948,1878290,13343.6943354767945461,0.000001736158528999309,0.00710417152595009,-80.2623853967275,21.30262222655365,,,,,,15623502989.12061805,2113,7861,1698556.51854739
2019-03-31,5098,218257,1614335414,1614335414,2588,0.44070592,116952800.6968700113094939825564625,,547.728776,1892160,14162.42281292440488,0.0000018280924185891685,0.00748479135639925,-80.615192036855,23.791680476378083,,,,,,15625392229.12061805,2178,8488,10059473.8037725
2019-04-01,4472,218416,1614335415,1614335415,2566,0.43521189,115528295.387762717549510801249065,,428.854149,1876100,13869.51775007821013,0.0000017863684633320113,0.0073927390597933,-83.185996182641,23.42668651926423,,,,,,15627265409.12061805,2028,7301,3692299.63889533
2019-04-02,4890,218706,1614335415,1614335415,2601,0.49500204,131367281.6681434807614013883076535,,525.520741,1901650,15983.8740549743167855,0.0000017140593068538901,0.00840526598215987,-82.46752879818585,22.367192699028557,,,,,,15629164139.12061805,2210,8473,8939099.42878011
2019-04-03,5805,218916,1614335415,1614335415,2552,0.50016513,132838700.051474269868395237714821,,1007.37744,1867340,15869.3997893507091948,0.0000017133082107665548,0.00849839867905722,-88.04402453372553,38.84648697095205,,,,,,15631027099.12061805,2694,9923,6286409.31201486
2019-04-04,4863,218818,1614335415,1614335415,2596,0.50760378,134771463.7989348206252535855751645,,472.077439,1900190,16381.5430577742177491,0.0000017553510984489434,0.00862100266698289,-84.87128695621603,37.61929516445356,,,,,,15632922179.12061805,2124,6827,4706468.38340077
2019-04-05,4695,218939,1614335415,1614335415,2611,0.52994344,140786194.203290884123199853062842,,495.665855,1910410,17202.5780949106171604,0.000001789042132785628,0.00900465245413844,-83.64830644922014,45.717625410391186,,,,,,15634828209.12061805,2022,7204,2794343.3425301
2019-04-06,4241,219108,1614335416,1614335416,2582,0.52293971,138874535.4980292275457858118349525,,561.235065,1895080,16830.797723808711434,0.0000017606431875795414,0.00888131251652105,-84.77497314092085,42.9818304230677,,,,,,15636713069.12061805,1755,7913,2781038.27199467
2019-04-07,4955,219463,1614335416,1614335416,2579,0.5638556,149782269.7194800224373469675802995,,520.413518,1885590,18059.6745815130129681,0.0000018457361294992987,0.00957773141643359,-85.13638991285045,54.347821987892274,,,,,,15638595739.12061805,2001,8581,5706872.63362864
2019-04-08,6096,219590,1614335416,1614335416,2585,0.63946149,170368235.000428248960057221322045,,651.060541,1896540,20658.580477609347126,0.000002061688673412301,0.0108927734071569,-83.96376666648531,71.50405252843947,,,,,,15640482789.12061805,2857,9821,26736618.4708107
2019-04-09,4977,219482,1614335416,1614335416,2566,0.58394502,154974889.18626560687418358465848,,610.876932,1879750,18623.4125168204996,0.000001906888537393469,0.0099073879594736,-87.19822390211233,55.93465598852839,,,,,,15642355969.12061805,2132,9248,11221786.9937053
2019-04-10,4835,219377,1614335416,1614335416,2567,0.5940192,157700829.75455915410545740494402,,653.357911,1876830,18919.285295294224812,0.0000018977668206535355,0.0100804469745764,-88.1028455382016,62.02447590836774,,,,,,15644229879.12061805,2042,7481,4413318.69593608
2019-04-11,4691,219863,1614335416,1614335416,2584,0.51325419,136136318.09858721660573662590692,,486.178594,1889240,16438.212162774962656,0.0000017227362765531442,0.0087009655537544,-89.48379822519378,33.36472968880459,,,,,,15646116199.12061805,2159,7310,5750213.3473748
2019-04-12,4094,219850,1614335416,1614335416,2620,0.52228178,138492257.707355770590464035998559,,403.679859,1916980,16966.1553917108457724,0.0000017412358021932275,0.00885046030303438,-90.22468536623069,36.6486962239031,,,,,,15648028799.12061805,1812,6305,2817247.51259598
2019-04-13,3630,220036,1614335417,1614335417,2565,0.50898669,134951577.7009968333234206995303965,,388.499727,1877560,16190.4973197528160428,0.0000016992145963485062,0.00862315841824113,-90.65352350904806,26.590009521612057,,,,,,15649901249.12061805,1543,6870,1964747.29997725
2019-04-14,4182,220060,1614335417,1614335417,2581,0.52018955,137927518.8877686067426352032371855,,402.915491,1888510,16642.0310773118071761,0.0000017088597135223774,0.00881225467554411,-89.81142786947423,24.7453297993901,,,,,,15651785379.12061805,1559,7271,1518291.4208307
2019-04-15,4275,220193,1614335417,1614335417,2599,0.48666192,128910823.1769918587674312706570205,,438.711838,1905300,15690.479799839337693,0.000001633024480160984,0.00823517545784881,-90.95345752620153,18.635622885228276,,,,,,15653682649.12061805,1836,7282,3177173.1601452
2019-04-16,4362,220326,1614335417,1614335417,2567,0.51079792,135173661.2679381416029508114160595,,383.157734,1884860,16274.3129709466695994,0.0000016585267937102422,0.00863422905199679,-90.84159968465671,22.53616296274867,,,,,,15655556559.12061805,1873,5849,3893212.05550926
2019-04-17,4143,220520,1614335417,1614335417,2585,0.50860171,134635569.8177797260334674303284515,,415.247046,1890700,16257.792664582551061,0.0000016452817563586459,0.00859882195196623,-88.11198968737541,27.5497315468602,,,,,,15657443609.12061805,1805,7033,5162077.68052407
2019-04-18,4058,220514,1614335417,1614335417,2582,0.50990224,134971167.0534661894292922076995195,,495.380984,1889970,16290.0635936634568803,0.0000016328908324743142,0.00861921807947399,-86.81408521099172,26.11443208061754,,,,,,15659328469.12061805,1701,8585,2933145.52870434
2019-04-19,3834,220578,1614335417,1614335417,2568,0.50485099,133635122.8529738979708293896339485,,469.201921,1881940,16058.3629079852430338,0.0000016130351380130007,0.00853287719480177,-88.3751700588397,23.85501262969699,,,,,,15661203109.12061805,1757,7029,1909845.91953659
2019-04-20,3860,220629,1614335418,1614335418,2591,0.50149128,132749827.959167421142790477557069,,368.066692,1896540,16073.7942357982080732,0.0000015949131279331178,0.00847532571725258,-87.82735487306921,24.066732840465296,,,,,,15663094539.12061805,1738,5175,1423115.7343111
2019-04-21,5575,220931,1614335418,1614335418,2597,0.48721457,128959608.0985175363046900098425445,,496.246506,1906030,15691.0969203256385747,0.0000015545239746685386,0.00823234519935449,-87.91328440748941,19.65966884583487,,,,,,15664990349.12061805,2049,9191,2859985.85233907
2019-04-22,3467,220815,1614335418,1614335418,2589,0.5012847,132672649.0141727475784390060372415,,381.386758,1896540,16060.5673009610732562,0.0000015729320388812236,0.00846835147213403,-87.68229549306568,21.824777280960344,,,,,,15666880319.12061805,1802,4794,2657091.91886227
2019-04-23,5119,220887,1614335418,1614335418,2589,0.5256636,139074148.8954296467362455950533055,,575.414726,1895810,16826.9849740864268831,0.0000016007396389906425,0.00887588153564251,-87.09144143423599,30.097185778849195,,,,,,15668770289.12061805,2349,6534,5547017.1070327
2019-04-24,4664,221102,1614335418,1614335418,2601,0.48210994,127423609.877564786282037799735718,,549.166266,1905300,15492.650862799484028,0.0000014969481884618647,0.00813134459812076,-88.10815220173205,24.230583089182662,,,,,,15670669019.12061805,2140,6091,3368800.18674246
2019-04-25,4436,221088,1614335418,1614335418,2582,0.44894578,118454356.8592031570570621734332645,,428.560148,1889240,14279.0199273660231836,0.000001473977763070978,0.00755807622502489,-87.69718826226823,13.724558661571045,,,,,,15672553879.12061805,1955,5820,2836292.18827003
2019-04-26,4133,221266,1614335419,1614335419,2560,0.43679071,115209385.585145482312238420957709,,381.929953,1876100,13789.619734078638618,0.0000014271683049812403,0.00735015176913738,-89.61872245033612,3.3962459497838533,,,,,,15674422679.12061805,2017,6010,1800275.43849887
2019-04-27,4073,221424,1614335419,1614335419,2582,0.45092224,118933966.647569614224175955308632,,375.451579,1892160,14355.5549526103094784,0.0000014641340182227367,0.00758686102264624,-88.93441526647102,7.568686795252222,,,,,,15676307539.12061805,1900,5596,1128407.94624155
2019-04-28,4567,221544,1614335419,1614335419,2602,0.43925369,115841099.1009828314158626635330635,,596.844182,1900920,14045.2707452702621844,0.000001435063937039901,0.00738867008883607,-89.81024631079791,2.889198553067312,,,,,,15678206999.12061805,2053,7883,756264.948318075
2019-04-29,3778,221503,1614335419,1614335419,2571,0.41732713,109772199.497691653724436709067136,,396.005209,1880480,13164.7526863379050496,0.0000013596837963821387,0.00700074060151552,-90.0372414160713,-1.4559181750716226,,,,,,15680083829.12061805,1714,5390,1685460.73065265
2019-04-30,3896,221711,1614335419,1614335419,2569,0.43961422,115605733.865224412879376662069396,,388.863948,1879750,13857.31689987699142,0.000001399739503822579,0.00737189354960872,-90.45170606272012,-1.5083627774608057,,,,,,15681959199.12061805,1729,6581,1879677.50367768
2019-05-01,4092,221732,1614335419,1614335419,2585,0.44048806,115803796.6283672244906280948044445,,395.902132,1890700,13960.238758240204843,0.0000013891611426928957,0.00738363503371249,-90.7013778570527,-0.12314821349943646,,,,,,15683846249.12061805,1865,6921,1171815.79723064
2019-05-02,3770,222060,1614335420,1614335420,2599,0.43587854,114573001.722682998647267267126058,,366.544416,1900920,13884.8445513083747952,0.0000013543669370029883,0.00730427611435956,-90.97886378947126,-13.098810556824187,,,,,,15685743519.12061805,1764,6862,855802.545294703
2019-05-03,3968,222200,1614335420,1614335420,2566,0.43205784,113559020.714981353406810585847498,,457.002577,1883400,13633.496006221578024,0.0000012792890769460176,0.00723876818850036,-90.85922052539796,-14.82197456399631,,,,,,15687616699.12061805,1844,8225,2683159.61814072
2019-05-04,3522,222172,1614335420,1614335420,2577,0.4165606,109434623.7442804462716684265757745,,358.186987,1890700,13187.677790060526263,0.000001207856501989888,0.00697502395412309,-91.2411577091792,-19.092659826723455,,,,,,15689497909.12061805,1517,5505,1538373.1142559
2019-05-05,5347,222498,1614335420,1614335420,2556,0.41797773,109731414.456759505614311160583002,,413.565543,1868800,13068.721756293215232,0.0000012207890122735245,0.00699310881650964,-91.13594873650204,-22.338936987005166,,,,,,15691363789.12061805,1698,7570,1120696.56027804
2019-05-06,3488,222596,1614335420,1614335420,2585,0.42124287,110574485.0373903781581852488533455,,326.311058,1892160,13332.1400233269081696,0.000001237943702743746,0.00704598978063531,-90.65557398024268,-20.66499441914319,,,,,,15693250839.12061805,1522,5084,1947476.55916987
2019-05-07,3776,222468,1614335420,1614335420,2565,0.40653252,106690877.528459872801385496719029,,380.260933,1876100,12753.181459230097258,0.0000011668394194903981,0.00679770878909978,-90.9320274353223,-29.025898790227224,,,,,,15695123289.12061805,1595,5761,1754810.60268787
2019-05-08,3278,222621,1614335420,1614335420,2565,0.40047753,105075586.491215457820718799034597,,440.628733,1879020,12578.1475519330596108,0.000001128492661194593,0.00669399343909754,-90.98137356146975,-38.546473070858404,,,,,,15696995739.12061805,1431,5307,1367015.02726151
2019-05-09,3803,222549,1614335421,1614335421,2497,0.37459119,98230619.1025819272630717629775525,,411.22346,1830110,11451.3609902126253355,0.0000010174073668797215,0.00625719819585305,-91.7578399427911,-36.843109188332335,,,,,,15698818549.12061805,1738,5659,2175726.17596273
2019-05-10,3939,222599,1614335421,1614335421,2567,0.42134828,110464594.8776670570516220799084135,,413.445664,1875370,13194.4490878419147859,0.000001106675823170338,0.00703565114502307,-89.86588716688702,-30.204968462534648,,,,,,15700692459.12061805,2018,5531,2218532.07972
2019-05-11,3807,222756,1614335421,1614335421,2598,0.46111749,120909297.1754156770099497494864325,,425.711827,1900920,14637.006750897109278,0.0000010511771005308312,0.00769995936225465,-86.88175764878045,-11.504541482385518,,,,,,15702588999.12061805,1776,6990,2270709.1426072
2019-05-12,5407,222922,1614335421,1614335421,2590,0.42626488,111735704.867687496630622893527529,,454.202304,1901650,13530.037749263097137,0.0000010248134742764452,0.00711489377606978,-87.8546447598029,-19.609901265469333,,,,,,15704479699.12061805,1977,7354,1788315.69699458
2019-05-13,3414,222827,1614335421,1614335421,2586,0.43910931,115102648.2536219719097974926442185,,412.454125,1893620,13877.2174454577967754,0.0000009396711438468618,0.00732840667370317,-88.24373633144842,-15.01482034470209,,,,,,15706367479.12061805,1798,4463,3064771.02581301
2019-05-14,3590,222742,1614335421,1614335421,2583,0.52253942,122491645.5649569780788970438376965,,408.159579,1889970,14737.8282199627128861,0.0000009801847710472745,0.00779791648542713,-86.85493121009415,-11.510541030231293,,,,,,15708253069.12061805,1860,4568,3481930.07335701
2019-05-15,5487,223055,1614335421,1614335421,2582,0.68469273,159389191.07665781671463547949689,,632.699563,1892160,19197.148564085871168,0.0000012349812561490537,0.0101456264608098,-82.07384136800677,23.19866786979226,,,,,,15710137929.12061805,2740,8508,8615691.02818693
2019-05-16,5769,223297,1614335422,1614335422,2602,0.73186106,170581670.99036984254464961488577,,1073.870716,1903110,20661.539305227263454,0.0000013808985949177957,0.0108567236288114,-80.40935969235645,25.74050981773091,,,,,,15712076389.02061805,2963,7699,19617336.4477678
2019-05-17,4356,223627,1614335422,1614335422,2580,0.65065024,151556071.6073245473189556615937985,,504.281461,1888510,18214.1147732720399327,0.0000013163376098950074,0.00964470125827877,-81.21084972352163,12.163053406093463,,,,,,15713920789.12061805,2328,6133,9510627.88318508
2019-05-18,4308,224021,1614335422,1614335422,2532,0.62220779,144873826.354405155106534533290313,,352.083526,1854930,17099.4371430184624938,0.0000012666101991586053,0.00921837327716866,-82.75708919097173,6.9513869143363785,,,,,,15715769149.12061805,2063,8804,2725636.32090921
2019-05-19,4547,224226,1614335422,1614335422,2607,0.74311385,173101076.69595245087770915606395,,351.773237,1907490,21007.47282061192011,0.0000013398411522926927,0.011013149647239,-79.27164807941278,29.067246554869126,,,,,,15717672259.12061805,2241,7290,9294220.73534288
2019-05-20,3836,224450,1614335422,1614335422,2586,0.70479752,164112110.53573123966014843787299,,320.414452,1891430,19746.517616148426874,0.0000013080831420053008,0.0104399938756118,-81.46965462599978,23.181034262316224,,,,,,15719560039.12061805,1978,6352,5498159.30853982
2019-05-21,3208,224523,1614335422,1614335422,2598,0.73864258,171999216.736126161580267357708845,,254.018166,1900920,20796.848525617040268,0.0000013703249919543274,0.0109404122875329,-79.69840301588872,32.89545108471343,,,,,,15721456579.12061805,1564,5123,4503786.961414
2019-05-22,3393,224552,1614335422,1614335422,2571,0.72412566,168629819.88063113400735116558217,,391.733523,1879750,20159.96835230530715,0.000001398663341397652,0.0107248135934594,-77.19552509081142,26.64582509063879,,,,,,15723333409.12061805,1641,7273,10243532.6348317
2019-05-23,3702,224605,1614335422,1614335422,2585,0.7723638,179982126.00481315953036721426673,,509.051526,1892160,21656.610819961229376,0.0000014492542372881351,0.0114454437362386,-71.83485384042257,28.949937989568753,,,,,,15725220459.12061805,1870,8222,4245786.43119575
2019-05-24,4621,224284,1614335423,1614335423,2568,0.72894877,169989183.436996176375362431248945,,1209.753944,1881940,20341.292645665272906,0.0000013532674406636957,0.0108086828728149,-75.51014277598357,32.92614453103982,,,,,,15727095099.12061805,2162,9077,4584937.32022524
2019-05-25,4163,224413,1614335423,1614335423,2580,0.74194852,173428820.78954277051675705915052,,717.759742,1892890,20871.137982843025496,0.0000013677286703631318,0.0110260701799064,-73.08278472685299,45.8846120577474,,,,,,15728978499.12061805,2161,8583,8927486.56389563
2019-05-26,4421,224449,1614335423,1614335423,2591,0.73967046,172792815.40986552015911836842994,,652.894971,1894350,20808.13529998954398,0.000001258006372841158,0.0109843140391108,-72.50169138754697,49.443363676284044,,,,,,15730869929.12061805,2050,8812,6361078.94857257
2019-05-27,4147,224663,1614335423,1614335423,2553,0.75819758,177230143.781868646710169474877025,,662.154903,1871720,21085.03282075788306,0.0000012776828509509051,0.0112650571777605,-71.7863981981162,48.48113263357672,,,,,,15732733619.12061805,2159,8555,5179241.09292777
