time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2021-03-23,0,0,1752833827,1752833827,,0,0,0,0.0000183195726522229,0.999582053209167,-0.29666044677339737,-0.07144681538802101,0,0,0
2021-03-24,0,0,1752833827,1752833827,,0,0,0,0.000019005115430065827,0.999581863300369,-0.05291849175449204,-0.08269520474124797,0,0,0
2021-03-25,0,0,1752833828,1752833828,,0,0,0,0.000019392620002321344,0.999633805308357,-0.019770796089518174,0.0017379278951151478,0,0,0
2021-03-26,0,0,1752833828,1752833828,,0,0,0,0.000018242151082126748,0.999995631439464,-0.12313751995556257,0.028033822761373152,0,0,0
2021-03-27,0,0,1752833829,1752833829,,0,0,0,0.000017856322180329436,1.00030826341758,0.012544008248205648,-0.027198539058503887,0,0,0
2021-03-28,0,0,1752833829,1752833829,,0,0,0,0.000017950142154959583,1.00005695449202,-0.0612179514018727,-0.007571257363451548,0,0,0
2021-03-29,0,0,1752833829,1752833829,,0,0,0,0.00001736496579441732,0.999722497826093,-0.06695174094619637,-0.05266901187169762,0,0,0
2021-03-30,0,0,1752833830,1752833830,,0,0,0,0.000017034930096170675,0.999687179585932,-0.07360789440605042,-0.026025632798133407,0,0,0
2021-03-31,2,1,1752833830,1752833830,,9.99793951268278,10,9.99793951268278,0.000017005555825909723,0.999793951268278,-0.017837911061296195,0.045771683660679664,10,0,0
2021-04-01,0,1,1752833830,1752833830,,9.99768624864889,0,0,0.000016997382038606232,0.999768624864889,-0.040739656715727185,-0.08570400190407981,10,0,0
2021-04-02,5,3,1752833831,1752833831,34,33.98414208127584,1024,1023.52239680077824,0.00001693219746415838,0.99953359062576,-0.11853005899821177,-0.0425123375004177,34,2,2
2021-04-03,0,3,1752833831,1752833831,34.026035758049,34.01016569600294,0,0,0.000017462591864815865,1.00029899105891,-0.004958321840844109,0.05209203013779328,34,0,0
2021-04-04,0,3,1752833831,1752833831,34.02097948763,34.00511178387572,0,0,0.00001718406446891374,1.00015034658458,-0.04800117936627537,0.027198651915631436,34,0,0
2021-04-05,0,3,1752833831,1752833831,34.007674565633,33.991813067418772,0,0,0.000017015482965940246,0.999759207865258,-0.06921940379047764,-0.027664356606976567,34,0,0
2021-04-06,2,4,1752833832,1752833832,1134.579108898115,1134.0499305659076,1100,1100.04843352954,0.000017217183507711825,1.0000440304814,-0.003183873855278528,-0.001437292458010028,1134,0,0
2021-04-07,7,5,1752833832,1752833832,124,123.913269234667532,0,0,0.000017760027982639588,0.999300558344093,-0.0006273777989575239,-0.0366047263570015,124,5,5
2021-04-08,90,79,1752833832,1752833832,1.59670013248,800000.379323549476644,800000,799876.3984817848,0.00001724961706423534,0.999845498102231,-0.04117718419306426,-0.00744572033678488,800124,157,155
2021-04-09,70,95,1752833833,1752833833,1.599694927094,801651.43701359747088,1500,1500.05134017993,0.00001722659541672044,1.00003422678662,-0.05802931979292482,0.012087539138217,801624,118,118
2021-04-10,29,90,1752833833,1752833833,1.067277628917,801709.30218167518368,0,0,0.00001676580509684743,1.00010641171132,-0.09287563783798425,0.08113941156734027,801624,47,47
2021-04-11,33,87,1752833833,1752833833,1.067141562364,801406.565773742955984,0,0,0.00001668079212957649,0.999728757838766,-0.06569109835906248,-0.015401676337743682,801624,41,41
2021-04-12,38,95,1752833833,1752833833,1.067251016104,801570.544876824101016,0,0,0.000016691723341293526,0.999933316463609,0.10800993588164869,-0.008395078277046965,801624,89,89
2021-04-13,42,110,1752833834,1752833834,1.067248392773,801348.708498544127448,0,0,0.00001575611199316631,0.999656582760177,-0.11538428436804786,-0.04164825677885186,801624,118,118
2021-04-14,38,119,1752833834,1752833834,1.067250017818,801358.899350432657736,0,0,0.000015900704883639508,0.999669295518139,-0.14944926532080402,-0.0524410664674465,801624,107,107
2021-04-15,32,128,1752833834,1752833834,1.067252423429,801445.934576546417184,0,0,0.000015811473677142708,0.999777869146316,0.02198562131872339,-0.007095330940926499,801624,107,107
2021-04-16,47,143,1752833834,1752833834,1.067171501767,800143.197419283650568,0,0,0.000016211381364242307,0.998152746698307,-0.20436403245606136,-0.18661495488603244,801624,169,169
2021-04-17,34,158,1752833835,1752833835,1.067345882975,801505.651049733514392,0,0,0.000016586559899996412,0.999852363514233,-0.05279806073146938,0.02049349169587933,801624,109,109
2021-04-18,60,172,1752833835,1752833835,1.001340112005,37800592.756208329177368,37000000,36998990.624839509,0.00001773329593968291,0.999972719590257,-0.026847315620580833,0.04166355006675086,37801624,295,295
2021-04-19,187,290,1752833835,1752833835,1.001339496442,37808953.23786568508416,130,130.0247581348352,0.00001792515842971875,1.00019044719104,0.03705436170477137,0.0394218133348497,37801754,799,799
2021-04-20,132,325,1752833836,1752833836,1.001334178252,37779473.60278672497827,0,0,0.00001769670971693063,0.999410598851755,-0.1206806538179144,-0.0834045297798127,37801754,839,839
2021-04-21,102,359,1752833836,1752833836,1.001333654432,37782831.486244075518186,0,0,0.000018500409720859368,0.999499427625609,-0.08953459906448465,-0.013271226846695672,37801754,443,443
2021-04-22,85,385,1752833836,1752833836,1.001330394306,37769980.183383246432304,0,0,0.0000192582843759554,0.999159461843576,-0.10273623236527994,-0.04227680601450894,37801754,697,697
2021-04-23,84,398,1752833836,1752833836,1.001333578784,37792878.136691105601576,9218,9213.588866851098444,0.00001961580275731714,0.999521465269158,-0.06470567336524076,-0.0060423296408792,37810972,1119,1119
2021-04-24,78,415,1752833837,1752833837,1.001335934144,37798241.805224948784624,0,0,0.000019881947992692418,0.999663320086692,-0.07477564852641469,0.002952559044950605,37810972,700,700
2021-04-25,63,431,1752833837,1752833837,1.001335360248,37797167.005706226811848,0,0,0.000020422826826703223,0.999634894487934,-0.07904077953805268,-0.03607385274381444,37810972,605,605
2021-04-26,68,439,1752833837,1752833837,1.001328466114,37783773.171404409955868,0,0,0.00001852463118194477,0.999280663067969,-0.11588090863506038,-0.10272836756342381,37810972,824,824
2021-04-27,63,454,1752833838,1752833838,1.001329667639,37785660.199720035105244,0,0,0.000018160721232474702,0.999330569965777,-0.17223579088434463,-0.07263431577373813,37810972,958,958
2021-04-28,53,469,1752833838,1752833838,1.001330757286,37787740.208786045187532,0,0,0.000018241164375360942,0.999385580692981,-0.10256356310108447,-0.0337010654301212,37810972,1189,1189
2021-04-29,63,485,1752833838,1752833838,1.001333080764,37790954.76939180449688,0,0,0.000018658298623467503,0.99947059730154,-0.1019839004386509,-0.02166500569525544,37810972,746,746
2021-04-30,54,496,1752833838,1752833838,1.001338099924,37799031.132532884136488,0,0,0.000017313113757433044,0.999684195702054,-0.05045815265563096,-0.010977818587991708,37810972,1015,1015
2021-05-01,61,516,1752833839,1752833839,1.001344649779,37809048.056498162258144,0,0,0.0000172811453628462,0.999949116793352,0.0055688977109408806,0.018053369947202993,37810972,555,555
2021-05-02,58,523,1752833839,1752833839,1.001342226168,37805630.253513431336524,0,0,0.000017673905402860725,0.999858724962517,-0.045067472056744246,0.03252860532216035,37810972,581,581
2021-05-03,69,528,1752833839,1752833839,1.001337199154,37797650.4345024199705,0,0,0.00001746321739483588,0.999647679898375,-0.03926887751325859,-0.0651116482528377,37810972,790,790
2021-05-04,6703,7159,1752833840,1752833840,1.001332517237,37791106.23254298435684,0,0,0.000018603837701472596,0.99947460310047,-0.09542424669271979,-0.06756419036574222,37810972,8080,8080
